userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,10.362085342407227)* (48,9.965320587158203)* (169,9.650407791137695)* (265,9.546226501464844) (53,9.46281623840332)* (136,9.405160903930664)* (324,9.30569076538086) (823,9.236236572265625) (215,9.141225814819336) (107,9.060171127319336)* (560,8.96517562866211) (276,8.934389114379883) (11,8.933578491210938)* (170,8.907422065734863)* (674,8.84797191619873) (1187,8.79801082611084) (279,8.77631950378418) (632,8.71917724609375) (364,8.67740249633789) (300,8.675310134887695)
2815: (167,5.431028842926025) (159,5.232196807861328) (1281,5.190898895263672) (2147,5.184142112731934)* (142,5.168517112731934) (48,5.140188217163086) (11,5.0831685066223145) (18,5.034849166870117) (15,5.0249176025390625) (211,5.024711608886719) (1336,5.024425983428955) (0,5.019615650177002)* (4181,4.948585033416748) (17,4.920478820800781) (215,4.916292190551758) (298,4.904341697692871) (364,4.878968715667725) (4887,4.877069473266602) (217,4.871867656707764) (4468,4.867095947265625)*
2816: (3741,14.216719627380371)* (131,14.164227485656738)* (224,14.154048919677734)* (1352,13.912888526916504) (2101,13.726078987121582) (864,13.717269897460938) (2220,13.31176471710205)* (2351,13.195695877075195) (4096,13.192401885986328) (159,13.177057266235352)* (2175,13.17232608795166)* (2828,13.168729782104492) (941,13.137367248535156) (2925,13.135985374450684) (549,13.081619262695312) (686,12.854570388793945) (1236,12.780683517456055)* (147,12.728778839111328)* (48,12.659070014953613)* (3347,12.607307434082031)*
2817: (269,5.110454559326172) (2328,5.034651279449463) (263,4.863045692443848) (670,4.839905738830566) (48,4.839611053466797) (952,4.825886249542236) (185,4.790871620178223) (270,4.782371997833252) (142,4.774812698364258) (2862,4.7613115310668945) (3445,4.698753833770752)* (54,4.657938003540039) (276,4.616146564483643) (72,4.59878396987915) (237,4.502846717834473) (189,4.469290733337402) (1180,4.437455177307129) (279,4.414938926696777) (553,4.410172939300537) (519,4.333345413208008)
2818: (185,9.91740608215332) (2997,9.39850902557373)* (2137,9.084218978881836) (560,8.894495010375977) (2096,8.522237777709961) (941,8.423480987548828) (896,8.285709381103516) (932,8.102259635925293)* (136,8.005083084106445) (3266,7.966365337371826) (1100,7.957580089569092) (2790,7.941317558288574) (2069,7.92411994934082) (1062,7.908041000366211) (1790,7.881060600280762) (190,7.864828109741211) (862,7.82170295715332) (649,7.808403968811035) (172,7.79336404800415) (594,7.780713081359863)
2819: (167,8.277504920959473) (159,8.161649703979492) (15,8.0320463180542) (298,8.008108139038086)* (207,7.852362632751465)* (0,7.833255767822266) (1377,7.653355121612549) (810,7.651259422302246) (48,7.586915969848633) (421,7.565056800842285) (704,7.482072830200195) (205,7.476896286010742) (215,7.408147811889648) (1449,7.3312907218933105) (6,7.291221618652344) (2066,7.271971225738525) (5,7.258604049682617) (1243,7.256429672241211) (364,7.247159004211426) (986,7.2262864112854)
2820: (167,11.708354949951172)* (215,11.284111976623535)* (17,11.282859802246094)* (324,10.801925659179688) (364,10.734979629516602)* (265,10.704137802124023) (169,10.636110305786133) (674,10.578167915344238)* (0,10.553445816040039) (279,10.375604629516602) (81,10.365518569946289) (106,10.25058364868164) (107,10.213203430175781) (53,10.195576667785645) (986,10.176347732543945) (366,10.128275871276855) (130,10.115583419799805) (704,10.079495429992676)* (131,10.076835632324219)* (560,9.976856231689453)
2821: (1099,18.82866668701172)* (358,18.13555145263672)* (7710,17.18720245361328) (18366,17.145030975341797)* (200,16.744802474975586)* (201,16.514291763305664)* (268,16.4648380279541)* (2189,16.443159103393555)* (1905,16.365478515625)* (1054,16.324127197265625) (5072,16.246992111206055)* (4305,16.12375259399414)* (2981,16.09680938720703) (1373,15.998575210571289) (20730,15.852690696716309)* (1915,15.74475383758545)* (657,15.661941528320312)* (5079,15.655566215515137)* (156,15.602154731750488)* (94,15.562295913696289)*
2822: (1790,10.916315078735352)* (806,10.338855743408203) (896,10.28305435180664)* (166,10.262076377868652)* (2609,10.223260879516602) (130,9.967759132385254) (1063,9.818406105041504) (2779,9.681215286254883) (1144,9.385173797607422) (1267,9.369148254394531)* (2114,9.347419738769531) (493,9.342129707336426) (512,9.336127281188965) (642,9.311357498168945) (904,9.302202224731445) (3655,9.294010162353516) (1802,9.228583335876465) (3977,9.209774017333984)* (164,9.091120719909668) (3255,8.969193458557129)
2823: (625,2.0123374462127686) (1091,1.8676401376724243) (130,1.821697473526001) (1774,1.7801363468170166) (1072,1.716933250427246) (1910,1.7085866928100586) (1105,1.6667373180389404) (592,1.6609959602355957) (1099,1.6608177423477173) (975,1.6524204015731812) (2077,1.6523596048355103) (147,1.6474930047988892) (4,1.645626187324524) (1034,1.6274412870407104) (136,1.6240994930267334) (1100,1.6171329021453857) (195,1.6109428405761719) (1279,1.6107630729675293) (1048,1.5945286750793457) (48,1.5888885259628296)
2824: (185,11.680803298950195) (592,11.546087265014648) (560,10.718997955322266)* (625,10.614001274108887)* (806,10.489063262939453)* (1100,10.340357780456543) (2779,10.189809799194336) (2137,10.163278579711914) (555,10.160268783569336) (1553,10.01732349395752) (575,9.937582015991211)* (649,9.665182113647461) (896,9.517641067504883) (2096,9.474811553955078) (153,9.42473030090332) (2997,9.375333786010742) (3280,9.359583854675293) (512,9.32425594329834) (2609,9.322826385498047) (650,9.288558959960938)
2825: (159,2.2735214233398438) (15,2.2659974098205566) (4,2.22554612159729) (48,2.1994659900665283) (215,2.126185417175293) (342,2.1123132705688477) (298,2.110954761505127) (51,2.10355806350708) (167,2.0424437522888184) (345,2.0153493881225586) (131,1.9970791339874268) (185,1.9964901208877563) (560,1.9942502975463867) (434,1.972853422164917) (2593,1.9610916376113892) (273,1.9363235235214233) (674,1.9259233474731445) (67,1.9247621297836304) (922,1.9174773693084717) (210,1.906294584274292)
2826: (592,11.562372207641602) (493,11.179994583129883) (130,10.888708114624023) (806,10.679916381835938)* (136,10.612184524536133) (2066,10.48294734954834) (560,10.474015235900879) (625,10.21650505065918) (147,10.104851722717285) (915,10.064714431762695) (1790,9.939579963684082) (1144,9.92219352722168) (2609,9.785829544067383) (2137,9.744674682617188)* (952,9.612743377685547) (131,9.57140827178955) (153,9.523714065551758) (896,9.504717826843262) (1091,9.461523056030273) (2997,9.400083541870117)
2828: (53,13.929037094116211) (3448,13.153780937194824) (42,13.09495735168457)* (354,13.08394718170166)* (348,13.016653060913086) (1049,12.985538482666016) (6254,12.94207763671875) (69,12.905681610107422) (2688,12.874433517456055) (368,12.795373916625977) (200,12.73318862915039) (31,12.712026596069336)* (5734,12.568422317504883) (4321,12.551870346069336) (243,12.548542022705078) (4318,12.530108451843262)* (309,12.519219398498535) (2067,12.38273811340332) (141,12.235754013061523) (3416,12.226173400878906)
2829: (15,2.90385365486145) (106,2.9038162231445312) (167,2.9007620811462402) (130,2.8788938522338867) (159,2.7493948936462402) (136,2.7160558700561523) (2066,2.7112536430358887) (560,2.691488742828369) (164,2.681626319885254) (707,2.675264835357666) (364,2.6387829780578613) (721,2.6145310401916504) (71,2.5982506275177) (48,2.594773530960083) (95,2.587919235229492) (185,2.5826826095581055) (520,2.57944917678833) (215,2.5738487243652344) (4,2.5645382404327393) (592,2.563117504119873)
2830: (3548,4.807956218719482)* (1900,4.62136697769165) (1336,4.572154998779297) (167,4.489450454711914) (366,4.40423059463501) (3923,4.3011674880981445) (67,4.277342319488525) (12070,4.2085041999816895) (3468,4.164718151092529) (715,4.161886215209961) (1180,4.157803535461426) (1353,4.1482157707214355) (855,4.119709014892578) (4788,4.107719898223877) (2365,4.0878376960754395) (162,4.075341701507568) (1243,4.0683088302612305) (2653,4.041195392608643) (3505,4.040419101715088)* (131,4.026775360107422)
2831: (185,6.225761413574219) (560,6.056218147277832) (592,5.900137901306152) (136,5.874667167663574) (625,5.737851142883301)* (512,5.692045211791992) (459,5.672886848449707)* (178,5.665290832519531) (159,5.594539642333984) (1273,5.590817451477051) (172,5.589750289916992) (932,5.578554153442383) (2779,5.560553073883057) (2997,5.546032905578613) (1063,5.536016941070557) (2137,5.455293655395508) (1091,5.454065322875977) (555,5.444764137268066) (130,5.426954746246338) (519,5.413207054138184)
2832: (48,5.371493339538574) (81,5.336389541625977) (4,5.292293548583984) (159,5.209328651428223) (15,5.0047407150268555) (167,4.98898983001709) (130,4.96408748626709) (67,4.957684516906738) (875,4.929449081420898) (2066,4.919503211975098) (312,4.827171325683594) (952,4.8230156898498535) (298,4.811181545257568) (136,4.79763126373291) (707,4.777057647705078) (810,4.769233703613281) (364,4.762864112854004) (185,4.758447647094727) (215,4.748688697814941) (0,4.734161376953125)
2833: (2137,11.87761116027832)* (2066,11.627853393554688)* (2790,11.538541793823242) (3204,11.301888465881348)* (1063,11.004570007324219) (592,10.914071083068848)* (941,10.912532806396484)* (3280,10.731344223022461)* (170,10.705501556396484) (1790,10.694063186645508) (95,10.66312313079834)* (642,10.648935317993164)* (3622,10.502347946166992) (162,10.475554466247559)* (625,10.45867919921875) (2114,10.430503845214844) (3145,10.312077522277832) (3255,10.260369300842285) (459,10.229143142700195)* (4074,10.123271942138672)
2834: (4345,11.359970092773438) (2143,11.084733963012695)* (2026,10.967525482177734) (3938,10.452726364135742)* (2609,10.396418571472168) (941,10.335042953491211) (3344,10.295967102050781)* (2066,10.154287338256836)* (640,10.117252349853516) (904,10.019905090332031) (2114,10.00449275970459) (546,9.862588882446289) (1281,9.820533752441406)* (4096,9.735841751098633) (252,9.635456085205078) (932,9.624784469604492)* (570,9.598203659057617) (3977,9.55717658996582) (5776,9.551708221435547) (820,9.488768577575684)*
2835: (1626,7.455538749694824) (459,7.378832817077637) (1102,7.140685081481934) (2997,7.11854362487793) (113,7.0019731521606445) (172,6.987340927124023) (136,6.980796813964844) (169,6.931711196899414) (592,6.925937652587891)* (107,6.925893306732178) (941,6.925887107849121) (3358,6.914839267730713) (823,6.911418914794922) (17,6.873164653778076) (2141,6.7273359298706055) (1977,6.723559379577637) (168,6.702984809875488) (625,6.669381141662598) (131,6.651740074157715) (265,6.639955520629883)
2836: (592,6.966744422912598) (167,6.498394012451172) (130,6.403303146362305) (707,6.358238697052002) (2066,6.30842399597168) (1063,6.285902976989746) (166,6.223405361175537) (520,6.064822196960449) (1144,5.973771095275879) (164,5.929412364959717) (1267,5.866768836975098) (324,5.838234901428223) (185,5.837217330932617) (1790,5.807736873626709) (1061,5.785987854003906) (136,5.783599853515625) (67,5.774923324584961) (806,5.750975131988525) (546,5.743877410888672) (364,5.721819877624512)
2837: (47,12.24743938446045) (794,11.735814094543457)* (185,11.595497131347656) (4397,11.554240226745605) (561,11.026155471801758) (762,11.01739501953125) (777,10.776981353759766) (508,10.726040840148926) (3543,10.621345520019531) (3499,10.533570289611816) (3580,10.505069732666016) (744,10.44972038269043) (452,10.401920318603516) (773,10.37602424621582) (560,10.289945602416992)* (1717,10.283005714416504) (3310,10.229721069335938) (3344,10.201600074768066) (2114,10.169736862182617) (2137,10.140105247497559)
2839: (1955,15.373611450195312)* (71,15.055948257446289)* (4337,14.510369300842285)* (6001,14.45058822631836) (263,14.21665096282959)* (5776,14.004161834716797) (905,13.671640396118164) (2873,13.514193534851074)* (2790,13.486464500427246) (2834,13.219390869140625) (4589,13.090662002563477) (15098,12.94223690032959) (2869,12.932060241699219) (828,12.887577056884766) (1022,12.787252426147461) (906,12.759322166442871) (2827,12.75261116027832) (764,12.651876449584961) (4432,12.616302490234375) (8991,12.531556129455566)
2841: (136,10.20479965209961)* (167,10.081902503967285) (226,10.065165519714355)* (810,9.825261116027832)* (1377,9.421485900878906) (986,9.309883117675781) (625,9.28627872467041) (162,9.284584045410156) (735,9.263874053955078) (486,9.257414817810059) (329,9.235403060913086) (199,9.096773147583008) (744,8.856422424316406) (215,8.856071472167969) (5499,8.823747634887695) (778,8.770092964172363) (47,8.767204284667969) (520,8.766654968261719) (674,8.763992309570312)* (675,8.717764854431152)
2842: (136,11.783111572265625) (106,11.41147232055664) (560,11.071803092956543) (169,11.000944137573242)* (592,10.939554214477539) (92,10.936680793762207) (164,10.851045608520508) (130,10.680974960327148) (116,10.624710083007812) (519,10.592727661132812) (73,10.4246187210083)* (170,10.394317626953125)* (512,10.363500595092773) (1063,10.362725257873535) (163,10.321101188659668) (1553,10.31329345703125) (364,10.203901290893555) (823,10.098573684692383) (147,10.0792875289917) (1273,10.042698860168457)
2843: (952,12.513406753540039)* (1180,12.077630996704102) (269,11.884369850158691) (2779,11.712950706481934) (2328,11.604381561279297) (3347,11.391090393066406)* (1116,11.24222183227539)* (312,10.785435676574707) (862,10.741769790649414) (3977,10.608658790588379) (2997,10.388561248779297) (3808,10.339111328125) (2069,10.330170631408691) (594,10.307047843933105) (1273,10.19807243347168) (2143,10.160553932189941) (3280,10.12692642211914) (493,10.004607200622559) (3721,9.988956451416016) (592,9.978790283203125)
2844: (159,6.596245288848877) (167,6.1949238777160645) (48,6.182465553283691) (312,5.8038787841796875) (823,5.787182807922363) (439,5.697145462036133) (131,5.690545558929443) (113,5.668179512023926) (298,5.646429538726807) (158,5.6199259757995605) (107,5.596157073974609) (11,5.581564903259277) (67,5.570372581481934)* (4,5.556930065155029) (1281,5.544595718383789) (367,5.541170120239258)* (324,5.53277587890625) (142,5.525295257568359) (17,5.50191593170166) (210,5.474272727966309)
2846: (2779,2.706294059753418) (2137,2.6931591033935547) (185,2.5662968158721924) (3280,2.486227512359619) (941,2.43656063079834) (592,2.395214557647705) (3977,2.376420021057129) (3346,2.3365888595581055) (2143,2.3061182498931885) (2997,2.274838447570801) (625,2.259035348892212) (932,2.251586437225342) (3344,2.247786045074463) (147,2.2380056381225586) (808,2.219758987426758) (3270,2.2003374099731445) (3347,2.1942129135131836) (2609,2.1937010288238525) (1790,2.1908555030822754) (2131,2.177201271057129)*
2847: (159,9.392538070678711) (823,8.963369369506836) (592,8.960409164428711) (72,8.727456092834473) (185,8.727411270141602) (312,8.62790298461914)* (922,8.468270301818848) (1192,8.46497631072998) (215,8.420252799987793) (439,8.395193099975586) (131,8.38479995727539) (842,8.365438461303711) (952,8.346580505371094)* (238,8.305488586425781) (158,8.292715072631836) (906,8.267187118530273) (263,8.259359359741211) (553,8.23057746887207) (670,8.206563949584961) (189,8.203651428222656)
2848: (159,4.450039863586426) (15,4.382475852966309) (48,4.246769905090332) (167,4.182821750640869) (185,4.077242374420166) (560,4.022072792053223) (592,3.954918146133423) (215,3.928917646408081) (136,3.912747383117676) (67,3.8643112182617188)* (131,3.8480639457702637) (4,3.811307430267334) (512,3.810633420944214) (823,3.7933030128479004) (1273,3.7801733016967773) (168,3.740889072418213) (312,3.7123820781707764) (298,3.6878881454467773) (107,3.672417402267456) (265,3.666926145553589)
2849: (3141,9.168925285339355) (4489,8.81324291229248) (3542,8.280754089355469) (4561,8.267664909362793) (2673,8.22900390625) (11261,8.161520957946777) (4314,8.124027252197266) (1180,7.96297550201416) (11260,7.842412948608398) (1894,7.713278293609619) (4517,7.7040557861328125) (12086,7.687937259674072) (4519,7.687699317932129) (3310,7.659514427185059) (2656,7.632452964782715) (5698,7.5649309158325195) (434,7.430668830871582) (3986,7.402722358703613) (2957,7.380710124969482) (312,7.315505504608154)
2850: (592,11.635560989379883) (560,11.472444534301758)* (1063,10.783504486083984) (113,10.731380462646484) (625,10.621769905090332)* (298,10.507723808288574) (136,10.46159839630127) (932,10.22741985321045) (4,10.027499198913574) (366,10.019362449645996)* (147,9.874397277832031) (1242,9.865089416503906)* (823,9.790021896362305) (130,9.76563835144043) (312,9.764425277709961)* (818,9.755040168762207) (2066,9.740561485290527) (1273,9.685653686523438) (63,9.67296028137207) (519,9.5960111618042)
2851: (932,12.009065628051758) (844,11.956783294677734) (2137,11.179165840148926) (2131,11.175043106079102) (2779,11.025802612304688)* (70,10.957016944885254) (2026,10.88526439666748) (5832,10.758441925048828) (1717,10.74541187286377) (3350,10.699666023254395)* (1144,10.577605247497559) (3808,10.41905403137207) (952,10.173136711120605) (625,10.110326766967773) (4428,10.087871551513672) (594,10.061903953552246) (3865,10.006467819213867) (1210,9.988299369812012) (387,9.912768363952637) (2143,9.885404586791992)
