userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (48,7.365416526794434)* (265,7.360276222229004) (67,7.266369819641113)* (276,7.029028415679932) (215,6.70261812210083) (173,6.516787528991699)* (279,6.484038352966309) (13,6.454805374145508)* (107,6.419512748718262)* (674,6.399425029754639) (262,6.393319129943848) (324,6.333438396453857) (115,5.958998680114746)* (371,5.950071334838867) (300,5.938168525695801) (632,5.914044380187988) (440,5.664477348327637) (560,5.579702377319336) (82,5.53973388671875)* (8,5.510591506958008)*
2386: (0,1.2069624662399292) (15,0.9906688928604126)* (2,0.9725030064582825) (1279,0.9568259716033936) (434,0.8910160064697266)* (345,0.8705664277076721) (48,0.844116747379303)* (8,0.8145832419395447) (329,0.7764731645584106) (2077,0.7535017728805542) (167,0.7413620352745056)* (342,0.7363162040710449)* (11,0.7147738933563232) (1814,0.6633186340332031) (51,0.636888861656189)* (107,0.6293426156044006) (5,0.6212203502655029) (312,0.6106127500534058)* (1832,0.6102902293205261) (716,0.596540093421936)
2387: (48,9.804010391235352)* (592,9.191780090332031)* (147,8.705089569091797)* (642,8.047345161437988) (493,7.992544651031494) (107,7.848592281341553) (419,7.742834091186523)* (2997,7.680467128753662)* (2137,7.543295383453369)* (519,7.490764617919922) (2114,7.457505226135254)* (862,7.447936058044434)* (130,7.415643692016602)* (366,7.393889904022217)* (689,7.203333854675293) (2609,7.158509254455566)* (553,7.122059345245361) (3266,7.104145526885986) (721,7.095961093902588)* (166,7.036229610443115)
2388: (185,5.04974365234375) (167,4.488846778869629) (512,4.482938766479492) (493,4.319980621337891) (707,4.285618305206299)* (147,4.275957107543945) (67,4.156166076660156) (130,4.066411018371582) (81,4.0659332275390625) (419,4.033241271972656) (11,3.9977030754089355) (159,3.9677276611328125) (1063,3.9374232292175293) (166,3.823789119720459) (48,3.7668344974517822) (1273,3.7634150981903076) (215,3.731142520904541) (1144,3.724794387817383) (164,3.717383861541748) (2066,3.7048122882843018)
2389: (15,9.440134048461914) (560,7.257740020751953) (35,6.8299760818481445) (167,6.513277053833008) (512,6.440860748291016) (1063,6.278072357177734)* (106,6.267292022705078) (519,6.212559223175049) (71,5.949562072753906) (130,5.885409355163574)* (707,5.8739752769470215)* (1278,5.868049621582031) (162,5.809380054473877) (419,5.776869297027588)* (67,5.639759063720703) (1553,5.599048137664795) (896,5.5821661949157715) (674,5.5730791091918945) (135,5.491443634033203) (298,5.487055778503418)
2390: (4,1.764749526977539) (15,1.6600902080535889) (48,1.429270625114441) (13,1.3625202178955078) (9,1.307619333267212) (11,1.279799461364746) (168,1.2323997020721436) (16,1.2290908098220825) (113,1.1566522121429443) (276,1.1186057329177856) (167,1.0933079719543457) (215,1.076432704925537) (269,1.075065016746521) (82,1.0697808265686035) (14,1.0651601552963257) (115,1.063239574432373) (354,1.0509076118469238) (159,1.0472745895385742) (131,1.0445860624313354) (142,1.037156343460083)
2391: (13,3.2489750385284424) (16,3.1497175693511963) (54,2.9724183082580566) (11,2.9534101486206055) (9,2.8893723487854004) (237,2.7513527870178223) (82,2.7249228954315186) (3,2.6742775440216064) (168,2.6736674308776855) (3445,2.671631336212158) (276,2.6626055240631104) (14,2.624913215637207) (174,2.6241564750671387) (10,2.6095452308654785) (1831,2.5970065593719482) (31,2.571106433868408) (142,2.531031608581543) (72,2.516979455947876) (279,2.514040946960449) (258,2.5055723190307617)
2392: (136,8.146230697631836)* (167,7.708094120025635) (4,7.670798301696777) (1813,7.398587703704834)* (185,7.175671100616455) (134,6.920938491821289)* (366,6.647054195404053) (862,6.639714241027832) (159,6.544892311096191)* (891,6.459933280944824) (493,6.437593460083008) (1116,6.391770839691162) (707,6.354304313659668) (952,6.312455177307129) (519,6.137583255767822) (2828,6.0836639404296875) (1288,6.080696105957031) (553,6.075134754180908) (1273,6.072585105895996) (1192,5.999720573425293)
2393: (642,9.751708030700684)* (2779,9.617506980895996)* (2137,9.256641387939453)* (3280,8.986940383911133)* (1116,8.818926811218262)* (3255,8.556411743164062)* (2147,8.494767189025879)* (4181,8.41650390625)* (142,8.36530590057373)* (168,8.111485481262207)* (942,7.878826141357422)* (186,7.806883811950684)* (5071,7.7987823486328125)* (1900,7.700275421142578) (263,7.694405555725098)* (2114,7.684868335723877)* (808,7.682897567749023)* (1051,7.630133152008057)* (269,7.620174407958984)* (2244,7.558928489685059)
2394: (0,8.92480754852295) (15,5.691373825073242)* (9,5.225768089294434) (11,5.004222869873047) (17,4.985004425048828) (123,4.90932035446167) (2066,4.821946144104004) (560,4.669691562652588) (915,4.561381816864014) (875,4.558568000793457) (425,4.535813331604004) (592,4.508042335510254)* (707,4.4642133712768555) (1018,4.423566818237305) (512,4.366824150085449) (215,4.341831684112549) (67,4.316617488861084) (566,4.30245304107666) (1061,4.200625896453857)* (18,4.16068172454834)
2395: (2328,12.081963539123535)* (4561,10.60356616973877)* (4544,9.476652145385742) (4517,9.372396469116211)* (952,9.05352783203125) (3310,8.49456787109375) (3499,8.3829927444458) (1,8.272214889526367) (2830,8.123565673828125) (1279,8.09904956817627)* (9278,7.987985610961914) (14567,7.862040996551514) (313,7.85769510269165)* (11260,7.806065559387207)* (9287,7.398642539978027) (345,7.393311500549316)* (1177,7.383088111877441) (12123,7.333089351654053)* (11261,7.239284515380859) (3542,7.230251789093018)*
2396: (0,2.236539125442505) (130,1.9751449823379517) (106,1.9664864540100098) (520,1.9352209568023682) (136,1.8290140628814697) (2066,1.8038568496704102) (1027,1.7976834774017334) (707,1.7443416118621826) (560,1.7152119874954224) (143,1.7110321521759033) (164,1.6683502197265625) (1278,1.656416893005371) (889,1.6094636917114258) (81,1.5829503536224365) (2,1.5690271854400635) (1267,1.5586680173873901) (1260,1.5468668937683105) (915,1.4981725215911865) (4,1.4894405603408813) (1061,1.4879240989685059)
2398: (167,8.432811737060547)* (4,7.807402610778809) (215,7.6162238121032715)* (67,6.8331756591796875) (364,6.8135786056518555)* (2,6.708939552307129) (674,6.420923709869385) (9,6.138497352600098)* (632,5.996169090270996) (385,5.964338302612305) (153,5.920378684997559) (810,5.845053672790527) (48,5.806510925292969) (226,5.749781608581543) (371,5.738954067230225) (136,5.667984962463379)* (520,5.6671881675720215) (717,5.644291400909424) (130,5.623960018157959) (421,5.609296798706055)
2399: (11,1.581756353378296)* (0,1.5067646503448486) (15,1.2375233173370361)* (18,1.1685054302215576) (4,1.0315194129943848) (215,0.9778594374656677)* (17,0.9130469560623169)* (13,0.888715386390686)* (168,0.8799307942390442) (167,0.8643848299980164) (54,0.8442239761352539) (661,0.8374582529067993) (142,0.8214736580848694)* (123,0.8155339956283569) (721,0.8073089122772217) (81,0.790838360786438) (115,0.788854718208313)* (67,0.7852203249931335)* (211,0.7739195823669434) (113,0.7633970975875854)*
2400: (5,9.442962646484375)* (560,8.982025146484375)* (147,8.587455749511719)* (68,8.575164794921875) (48,8.337187767028809)* (265,8.240625381469727)* (203,7.668076038360596) (539,7.498414039611816)* (663,7.483732223510742) (1278,7.479275226593018)* (472,7.472927093505859)* (344,7.437809944152832) (512,7.414899826049805)* (721,7.387628555297852)* (625,7.346591472625732)* (818,7.25518274307251) (444,7.21060848236084)* (686,6.990901947021484)* (164,6.97884464263916) (707,6.848804473876953)
2401: (0,13.059316635131836)* (18,7.312610149383545) (17,7.306573867797852) (81,7.206865310668945) (167,6.997771263122559) (123,6.968350887298584) (4,6.8349151611328125) (669,6.454804420471191)* (135,6.450047492980957)* (810,6.131536483764648) (279,6.076947212219238) (364,6.039639472961426)* (875,5.929610729217529) (173,5.875663757324219) (130,5.866100311279297) (186,5.83703088760376) (162,5.829115867614746) (262,5.78314208984375) (10,5.752612113952637) (131,5.739017486572266)
2402: (0,2.4213290214538574) (4,1.8121591806411743)* (5,1.3051135540008545) (1,1.287658929824829) (6,1.095511555671692) (8,1.0182045698165894) (632,0.8714044690132141)* (167,0.8341406583786011)* (139,0.8171089887619019) (203,0.7968155145645142) (15,0.7905833721160889) (324,0.779944658279419)* (1279,0.7643656730651855)* (222,0.7543602585792542) (161,0.7524561882019043) (716,0.7406313419342041) (986,0.7400119304656982) (344,0.7351337671279907) (440,0.7227782011032104) (205,0.7078244686126709)
2403: (15,1.1261900663375854) (11,1.0198304653167725) (215,0.9793253540992737) (3,0.978976845741272) (72,0.9186254739761353) (13,0.9160691499710083) (142,0.8784705996513367) (18,0.8681991696357727) (168,0.8672230243682861) (237,0.8525697588920593) (211,0.8490685224533081) (101,0.8387820720672607) (16,0.8213292360305786) (669,0.816735029220581) (167,0.8041147589683533) (360,0.8015123009681702) (382,0.7914931774139404) (661,0.7891683578491211) (159,0.7617181539535522) (592,0.7604901790618896)
2404: (48,4.665087699890137)* (4,4.216737270355225) (167,4.215200424194336)* (168,4.038057804107666) (54,3.8868002891540527) (13,3.864300012588501) (67,3.8529250621795654) (9,3.5719661712646484) (131,3.5643773078918457) (265,3.4159181118011475) (16,3.4154245853424072) (113,3.3459019660949707) (107,3.3008179664611816) (262,3.2493796348571777) (82,3.234388828277588) (142,3.210338830947876) (14,3.21026611328125) (312,3.149904727935791) (115,3.135908365249634) (366,3.123720407485962)
2405: (2,0.7361308932304382)* (420,0.5662716627120972) (421,0.5421695709228516) (8,0.5328556299209595) (226,0.5092933177947998) (4,0.5084549188613892) (1,0.5066531896591187) (810,0.5065739750862122) (388,0.4987223744392395) (685,0.48334288597106934) (1949,0.4520364999771118) (1826,0.44975823163986206) (721,0.44546711444854736) (716,0.43224024772644043) (4122,0.41056281328201294) (986,0.40519052743911743)* (2932,0.397400438785553) (1867,0.39632779359817505) (364,0.3927125930786133)* (1336,0.39163070917129517)
2406: (167,5.815281867980957)* (0,5.522284507751465) (342,5.43454647064209) (434,5.41746711730957) (560,5.2796783447265625) (8,5.24478006362915) (106,5.204129695892334) (312,5.1623454093933105) (4489,5.132082939147949)* (51,5.097454071044922) (11,4.816863536834717) (2328,4.816657066345215) (875,4.741774559020996) (952,4.720181465148926) (2677,4.656797409057617) (269,4.633387565612793) (1814,4.586202144622803) (2746,4.57172155380249) (1242,4.469941139221191) (185,4.469412326812744)
2407: (0,2.9506916999816895) (4,2.660275459289551) (1,1.4689260721206665) (8,1.329421043395996) (434,1.2841697931289673) (1279,1.270890712738037) (51,1.1978940963745117) (342,1.1754145622253418) (345,1.1731717586517334) (15,1.1632568836212158) (952,1.1552984714508057) (81,1.143899917602539) (48,1.1415314674377441) (1814,1.127308964729309) (11,1.1192004680633545) (2077,1.0619895458221436) (1196,1.0542941093444824) (329,1.0485725402832031) (721,1.0478380918502808) (1336,1.0258781909942627)
2408: (3,5.1519999504089355) (82,5.020591735839844)* (54,4.841829776763916) (168,4.5320281982421875) (189,4.421953201293945) (1192,3.9785521030426025) (15,3.945046901702881) (131,3.896683692932129) (922,3.8912649154663086) (300,3.8696627616882324) (174,3.7754411697387695) (276,3.7620668411254883) (48,3.7288849353790283) (1812,3.718578815460205) (113,3.6714606285095215) (1831,3.6422934532165527) (16,3.5789952278137207)* (355,3.501265525817871) (414,3.4751248359680176) (119,3.4732656478881836)
2409: (15,2.1302974224090576) (4,1.5613515377044678) (48,1.4205578565597534) (167,1.3840398788452148) (11,1.2901113033294678) (159,1.2682212591171265) (131,1.2537437677383423)* (215,1.1874399185180664) (168,1.1861119270324707) (9,1.1496422290802002) (113,1.0873112678527832) (107,1.0735827684402466) (136,1.0670593976974487)* (560,1.041170597076416) (324,1.0138323307037354) (674,1.0123677253723145) (81,1.0013846158981323) (366,0.9968143701553345) (170,0.9761665463447571) (262,0.9692866206169128)
2410: (6090,11.867873191833496)* (14,11.5045804977417)* (2072,10.42927074432373) (5499,10.396661758422852)* (1825,10.3658447265625)* (3317,10.064685821533203)* (5159,9.777542114257812) (791,9.749247550964355)* (2012,9.57248306274414)* (1875,9.521066665649414)* (938,9.404623031616211)* (47,9.388193130493164)* (2594,9.372613906860352)* (329,9.292501449584961)* (976,9.215387344360352)* (4360,9.1919584274292) (895,9.128379821777344)* (1020,9.052112579345703)* (9745,8.918691635131836) (4850,8.91293716430664)
2411: (11,7.343367576599121) (67,7.205368995666504)* (167,7.116301536560059) (147,7.02864933013916)* (493,6.805156230926514) (130,6.773709774017334) (81,6.554718017578125) (1144,6.528341293334961) (48,6.458530426025391) (512,6.388890266418457) (106,6.368660926818848)* (131,6.294304847717285) (9,6.277029037475586) (419,6.238415718078613) (2069,6.126867294311523)* (1278,6.035166263580322)* (18,5.903873443603516) (0,5.881552696228027)* (123,5.8682966232299805) (2114,5.801390647888184)
2412: (136,7.812663555145264) (575,7.764448165893555) (560,7.678570747375488)* (592,7.315819263458252)* (147,7.080453872680664)* (48,6.920289993286133) (941,6.749314308166504) (53,6.7278547286987305) (512,6.699690818786621) (555,6.471901893615723)* (1626,6.452917098999023) (1062,6.373097896575928) (519,6.321800708770752)* (932,6.087335586547852) (649,6.085503578186035) (486,6.072135925292969) (200,6.0265116691589355) (1100,6.016104698181152) (1224,5.993404388427734) (802,5.98488187789917)*
2413: (269,6.593153953552246) (9,6.195667266845703) (493,6.018812656402588) (3808,5.907800674438477) (54,5.612578392028809) (3445,5.574680328369141) (48,5.567611217498779) (11,5.449604034423828) (3721,5.4472808837890625) (862,5.406632423400879) (3346,5.346840858459473)* (142,5.332232475280762) (4,5.275392532348633) (270,5.234255313873291)* (1273,5.218900680541992) (2096,5.208129405975342) (16,5.167462348937988) (1116,5.129358291625977) (2862,5.12338399887085) (247,5.054180145263672)
2415: (1100,9.191240310668945)* (650,9.182926177978516)* (618,9.140180587768555)* (619,8.871158599853516)* (1072,8.142911911010742)* (896,8.079270362854004) (572,7.831207275390625) (2839,7.727884769439697)* (5,7.601950168609619)* (1224,7.5381245613098145) (54,7.445290565490723) (1378,7.411426544189453) (643,7.27839994430542) (415,7.262434959411621) (379,7.012190818786621)* (4428,7.00307035446167) (6071,6.903522491455078) (2779,6.903221130371094)* (273,6.8963727951049805) (376,6.848858833312988)*
2416: (13,3.57277512550354) (3,3.1527481079101562) (82,3.0337092876434326)* (354,2.918501377105713) (14,2.9054388999938965) (1831,2.7961008548736572) (15098,2.701357841491699) (189,2.697392463684082) (2223,2.6261513233184814) (2898,2.5688254833221436) (2423,2.5462770462036133) (16,2.5383944511413574) (2319,2.526670455932617) (3448,2.507848024368286) (263,2.4683444499969482) (258,2.4427857398986816) (1812,2.4406914710998535) (6541,2.411787748336792) (4873,2.4108004570007324) (895,2.3934240341186523)*
2419: (4,1.8541710376739502) (2,1.461669683456421) (0,1.3480274677276611) (15,1.3341225385665894) (1,1.0713084936141968) (5,1.0711350440979004) (139,0.9972472190856934) (167,0.991564154624939) (6,0.9755228161811829) (35,0.957114577293396) (48,0.941153883934021) (324,0.9059668183326721) (159,0.8622698187828064) (63,0.8619245290756226) (170,0.8513873219490051) (203,0.8434410691261292) (632,0.8400545120239258) (107,0.8371554017066956) (8,0.8349118232727051) (169,0.8316410779953003)
2420: (2,0.7362155318260193)* (420,0.5663406252861023)* (421,0.5422583222389221) (8,0.5329208374023438)* (226,0.5093896389007568)* (4,0.5086897611618042)* (810,0.5066787004470825)* (1,0.5066668391227722) (388,0.49880579113960266)* (685,0.48341041803359985)* (1949,0.45210960507392883) (1826,0.44982773065567017) (721,0.4455449879169464) (716,0.4323047399520874) (4122,0.4106387794017792) (986,0.40526485443115234) (2932,0.3974723815917969) (1867,0.3963719308376312) (364,0.3927740752696991)* (1336,0.3917008936405182)*
2421: (11,1.3595085144042969) (54,1.2293294668197632) (9,1.158454418182373) (13,1.140976071357727) (72,1.1333062648773193) (15,1.072851300239563) (661,1.0670781135559082) (10,1.0618400573730469) (18,1.0173861980438232) (168,0.9981380105018616) (88,0.9682492613792419) (82,0.9509156942367554) (80,0.9456334114074707) (269,0.9306672811508179) (215,0.9285414218902588) (174,0.9166907072067261)* (270,0.9059316515922546) (276,0.8932170867919922) (14,0.8780374526977539) (123,0.8768197298049927)
2422: (4,1.3044745922088623) (167,1.2581827640533447) (48,1.2496198415756226) (0,1.2359668016433716) (159,1.0824885368347168) (11,1.0717628002166748) (67,1.0669783353805542) (215,0.953057050704956) (168,0.9124069213867188) (324,0.9080124497413635) (107,0.9034678936004639) (131,0.9006584882736206) (113,0.8973965644836426) (170,0.8878965377807617) (9,0.874697744846344) (366,0.8657386302947998) (101,0.8262282609939575) (185,0.8184423446655273) (674,0.8175287842750549) (169,0.8057143688201904)
2423: (3,4.6157660484313965) (11,4.449158668518066) (16,4.392951011657715) (72,4.22907018661499) (13,4.082121849060059) (2026,3.9889049530029297)* (54,3.9832072257995605) (172,3.9323301315307617) (15,3.808830976486206) (592,3.703124523162842) (88,3.6323511600494385) (2069,3.560555934906006) (48,3.5275936126708984) (215,3.516489028930664) (512,3.408050775527954) (519,3.3544960021972656) (862,3.350597620010376) (123,3.345592737197876) (17,3.3421027660369873)* (302,3.318920135498047)
2424: (2,0.73622727394104) (420,0.5663501620292664)* (421,0.5422689914703369)* (8,0.5329239368438721) (226,0.5094016790390015)* (4,0.5086984634399414) (810,0.5066914558410645)* (1,0.5066738128662109) (388,0.49881455302238464)* (685,0.48341986536979675)* (1949,0.4521208107471466)* (1826,0.44983619451522827) (721,0.44555234909057617)* (716,0.43230852484703064) (4122,0.41065022349357605) (986,0.4052717685699463)* (2932,0.39748063683509827)* (1867,0.39638033509254456)* (364,0.39278000593185425)* (1336,0.3917068541049957)*
