userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,10.045759201049805)* (318,6.6315999031066895) (364,6.468421936035156) (593,6.187643051147461) (2987,5.692460536956787) (34,5.580101490020752) (2081,5.215635299682617) (1196,5.170337677001953) (1198,4.927821159362793) (1704,4.8776655197143555) (1022,4.738824844360352)* (589,4.708164691925049) (2085,4.643235206604004) (1225,4.5742950439453125) (2761,4.502077579498291) (3751,4.476326942443848) (2687,4.436985015869141) (2078,4.415338039398193) (2096,4.3592963218688965) (1210,4.35758113861084)
4376: (2028,6.432126998901367) (589,6.302576065063477)* (110,5.988241672515869)* (527,5.549949645996094) (356,4.893309593200684) (296,4.788158416748047) (2571,4.781440734863281)* (608,4.778449058532715) (1721,4.4510908126831055) (1,4.426296710968018) (1610,4.424757957458496)* (50,4.364101409912109) (1393,4.175178050994873) (1617,4.163163185119629) (2396,4.007165908813477) (858,3.9725327491760254) (1196,3.905149459838867)* (3147,3.8808224201202393) (1265,3.865427017211914)* (1259,3.7659177780151367)
4377: (589,3.135004997253418)* (1610,2.3086729049682617)* (457,2.242185592651367)* (733,2.207608461380005) (2353,2.0620412826538086) (6,1.937231421470642)* (3256,1.8705155849456787)* (474,1.8602216243743896)* (2571,1.852461338043213)* (349,1.7662954330444336)* (1370,1.751671552658081)* (1036,1.7296427488327026) (1608,1.6536147594451904)* (1573,1.6154861450195312)* (2278,1.598801851272583) (2916,1.5577019453048706)* (1552,1.5561225414276123)* (377,1.538120985031128)* (165,1.5219136476516724)* (2763,1.5144727230072021)*
4378: (2858,5.8832502365112305)* (1196,5.383940696716309)* (2028,5.30943489074707) (1198,5.281660079956055) (457,5.1680450439453125)* (2997,5.112583160400391) (2571,5.090317726135254) (1240,5.070135116577148) (223,4.96781063079834) (50,4.906947135925293) (2716,4.874300003051758) (2987,4.715859413146973) (1617,4.651524066925049) (110,4.630638122558594) (1387,4.4883928298950195) (1089,4.464110374450684) (3421,4.398390769958496) (608,4.372446060180664) (1610,4.354909896850586) (318,4.346704006195068)
4379: (318,8.137078285217285)* (2028,7.420252323150635) (1210,7.208259582519531) (1259,7.189976215362549)* (608,7.062238693237305)* (2396,6.799679279327393) (356,6.503250598907471) (1270,6.3976826667785645) (1200,5.827428817749023)* (457,5.648627758026123) (1580,5.446290016174316)* (1089,5.325176239013672)* (2804,5.30337381362915) (2324,5.196691513061523) (1500,5.160397529602051)* (1225,5.145284652709961) (2706,5.121416091918945) (1258,5.035925388336182) (1221,5.024178504943848) (1060,4.977622985839844)
4380: (2762,7.238244533538818)* (3510,6.648806571960449) (3753,6.2527008056640625) (3793,5.904552459716797) (2688,5.533225059509277) (2683,4.996915340423584) (593,4.938417434692383)* (3755,4.800061225891113) (2706,4.776083469390869) (1097,4.689028739929199) (2707,4.661727428436279)* (2763,4.636646270751953) (1127,4.494461536407471) (2918,4.429147243499756) (3176,4.382684707641602)* (1036,4.252383232116699) (587,4.241027355194092) (2355,4.163634300231934) (1961,4.161406517028809) (2724,4.056965351104736)
4381: (593,8.270516395568848) (1617,8.259653091430664)* (1387,6.971288681030273) (2396,6.923558235168457) (1250,6.859745502471924) (296,6.570221900939941)* (912,5.995596885681152)* (1214,5.821780204772949) (2599,5.628186225891113) (3421,5.601372718811035) (2395,5.59299373626709)* (1278,5.450243949890137)* (356,5.1847968101501465) (1247,5.14443302154541)* (910,5.012186050415039)* (969,4.999598979949951) (1036,4.986010551452637) (1500,4.970202445983887) (1249,4.829048156738281) (2692,4.758230209350586)*
4382: (2858,6.021736145019531)* (593,5.756073951721191)* (2762,5.3887529373168945) (1089,4.878675937652588)* (2571,4.812310218811035)* (1617,4.715024948120117) (318,4.652976036071777) (2692,4.463675022125244) (1732,4.10861349105835) (2710,4.090740203857422) (1213,4.08163595199585) (3081,4.055229187011719) (2712,4.042385101318359) (3176,3.9432194232940674) (1625,3.9293856620788574) (2599,3.9189653396606445) (2395,3.904662847518921) (2580,3.870476007461548) (293,3.7196426391601562) (1258,3.687861680984497)
4383: (2997,5.3761372566223145)* (3793,4.294913291931152) (3408,4.224050998687744) (3147,3.8175930976867676) (3798,3.6206440925598145) (3578,3.5163822174072266) (2762,3.4236867427825928) (3753,3.3854727745056152) (2959,3.2735438346862793) (3785,3.125194549560547) (3148,3.0719356536865234) (3481,2.8976151943206787) (318,2.8002820014953613) (3176,2.693455696105957) (3617,2.69256591796875) (2302,2.557729721069336) (3174,2.5400736331939697) (3081,2.512118339538574) (3006,2.436122417449951) (3623,2.435927152633667)
4384: (3552,7.373983860015869)* (2706,7.064384460449219) (1036,6.303329944610596) (1394,6.060263156890869) (2000,5.978142261505127)* (2371,5.8777360916137695) (3527,5.834797382354736)* (2683,5.772552013397217) (50,5.743936538696289) (2571,5.738819122314453) (1090,5.734097480773926) (1784,5.533463478088379) (1407,5.509737968444824) (1393,5.397565841674805) (3421,5.365676403045654) (2329,5.306032180786133) (441,5.303871154785156) (2194,5.215066909790039) (592,5.21299934387207) (608,5.200224876403809)
4385: (2762,4.880222797393799) (3408,4.805191993713379) (3006,4.528959274291992) (2959,4.5070061683654785) (3578,4.503758430480957) (3481,4.169560432434082) (3897,4.019773960113525) (3160,4.019584655761719) (593,3.9335525035858154) (2599,3.680208683013916) (608,3.6069040298461914) (3147,3.5965938568115234) (50,3.5911166667938232) (2396,3.5904781818389893) (3174,3.4806089401245117) (296,3.4592742919921875) (3317,3.3274245262145996) (318,3.2981410026550293)* (2692,3.241985559463501) (3185,3.1886038780212402)
4386: (1208,7.070529937744141)* (260,6.943614959716797)* (1222,6.740262985229492)* (589,6.687709808349609)* (3552,6.486130237579346)* (1371,6.365863800048828)* (3578,6.343639373779297)* (1375,6.1955156326293945)* (2985,6.178971290588379)* (1294,6.1073527336120605)* (780,5.921299934387207)* (2174,5.863740921020508)* (2944,5.850795745849609) (1250,5.843447208404541) (1587,5.754940509796143)* (1527,5.744052886962891) (1210,5.644704818725586)* (3070,5.571596145629883) (1265,5.571536064147949)* (2527,5.524969577789307)
4387: (595,6.965506553649902) (1097,6.480265140533447) (919,6.446222305297852) (593,6.220795631408691) (1947,6.063972473144531)* (2087,5.533468246459961) (2028,5.405804634094238) (1721,5.381129264831543) (1029,5.337037086486816) (1407,5.216790676116943)* (3499,5.090047836303711) (1032,5.0721330642700195) (296,4.990272521972656) (2018,4.988163948059082) (2085,4.987078666687012)* (150,4.942610740661621) (2762,4.88523006439209) (1961,4.861529350280762) (1225,4.853602409362793) (2571,4.844967842102051)*
4388: (349,8.31126594543457)* (733,7.921933650970459)* (597,7.181884288787842) (1722,6.978285312652588)* (2268,6.969245910644531)* (165,6.924365997314453)* (1784,6.5815534591674805)* (377,6.482478141784668) (150,6.251400470733643)* (2916,6.244043350219727)* (590,6.1337175369262695) (587,6.1327104568481445) (440,6.097120761871338) (1101,6.004587650299072)* (1918,5.750393867492676)* (1408,5.691420555114746) (3107,5.689966201782227) (589,5.6524977684021)* (1356,5.64846134185791)* (1234,5.636874675750732)
4389: (2987,5.163578987121582) (3421,5.115375995635986) (2918,4.967935562133789) (1258,4.867321968078613) (1259,4.8513360023498535) (3210,4.744626998901367) (1222,4.741888523101807) (223,4.632968425750732)* (1394,4.5696892738342285) (1213,4.5625715255737305) (2716,4.5560784339904785) (2706,4.554048538208008) (3552,4.548485279083252) (1221,4.529911994934082) (318,4.264652252197266) (3361,4.260524272918701) (1079,4.238134860992432) (1231,4.182779312133789) (1923,4.07666015625) (1704,4.070702075958252)
4390: (457,7.751758575439453)* (2571,7.200289726257324)* (648,7.029600620269775) (380,6.56101131439209)* (1370,6.223791122436523) (2058,5.9531636238098145) (2353,5.572224140167236)* (1608,5.5126166343688965)* (349,5.4997735023498535) (587,5.477100372314453)* (588,5.244919776916504) (2763,5.129514694213867) (1721,5.013008117675781) (3555,4.974339485168457) (2762,4.955327987670898) (1784,4.942480087280273) (1552,4.778102397918701) (2396,4.769956588745117) (2006,4.753839492797852) (2683,4.710683822631836)
4391: (920,2.4863929748535156) (1247,2.371520519256592) (858,2.3517940044403076) (1193,2.342411994934082) (919,2.2424516677856445) (908,2.2122278213500977) (527,2.1899518966674805) (923,2.1799893379211426) (969,2.1442816257476807) (260,2.126509189605713) (1196,2.0989012718200684) (904,2.0400502681732178) (1207,1.9747238159179688) (1252,1.955635666847229) (899,1.9517560005187988) (593,1.9464740753173828) (1225,1.878718376159668)* (913,1.8605623245239258) (750,1.8544034957885742) (2396,1.8325475454330444)
4392: (2858,4.81406831741333) (2683,4.139682292938232) (2355,3.302844762802124) (1127,3.2679953575134277)* (2716,3.2414355278015137) (223,3.1508569717407227) (1784,3.1498160362243652) (356,2.9745445251464844) (1196,2.8692626953125) (3114,2.7912917137145996) (588,2.7582950592041016) (2791,2.7257418632507324) (2987,2.685117244720459) (1517,2.6822023391723633) (318,2.6756725311279297) (3175,2.6660773754119873) (2762,2.646247625350952) (110,2.590290069580078) (2396,2.54170560836792) (2694,2.5281338691711426)
4393: (589,5.636574745178223) (593,4.876981258392334) (2028,4.546448707580566) (260,4.518088340759277) (1196,4.2434983253479) (50,4.093391418457031) (296,4.001832008361816) (2858,3.975752353668213)* (1213,3.8783273696899414)* (608,3.8775243759155273) (1617,3.8618695735931396) (1240,3.728132486343384) (2762,3.6492631435394287) (110,3.6022558212280273) (457,3.519465446472168) (1198,3.498469352722168) (527,3.4583044052124023) (6,3.32326340675354) (1089,3.285212516784668) (1214,3.261648178100586)
4394: (2762,3.128387451171875) (2688,2.7141852378845215) (2881,2.639993906021118) (2683,2.5693464279174805)* (2706,2.4851808547973633)* (2605,2.3150711059570312) (2707,2.2787485122680664)* (2841,2.1434996128082275) (2694,2.134779214859009)* (2763,2.119220733642578) (2433,2.114502429962158) (3408,2.010857582092285) (2987,1.8611067533493042) (2840,1.8457705974578857) (2058,1.8282864093780518) (2858,1.6905921697616577)* (3176,1.6435556411743164) (3219,1.5948647260665894) (2598,1.5879766941070557) (2716,1.560473084449768)
4395: (2571,3.542872905731201)* (480,3.226867198944092)* (1240,2.815072536468506) (1580,2.8095805644989014) (110,2.7869696617126465)* (2916,2.5672061443328857) (457,2.4735167026519775) (260,2.4636847972869873) (1214,2.314296245574951) (1249,2.3110036849975586) (1200,2.300039768218994) (1196,2.24709415435791) (2028,2.1976964473724365)* (1210,2.1876447200775146) (1,2.1677191257476807) (1610,2.057173728942871) (593,1.9116687774658203) (1259,1.8683445453643799) (541,1.8432468175888062) (1036,1.8256897926330566)
4396: (608,4.119969844818115) (593,4.08099365234375) (1394,4.014920711517334) (296,4.003538131713867) (2918,3.9113616943359375) (1089,3.7655460834503174) (1259,3.746434450149536) (1307,3.6058738231658936) (318,3.540741443634033) (1617,3.4699692726135254) (1197,3.432379961013794) (3361,3.428741455078125) (3421,3.322371482849121) (1288,3.2955753803253174) (1221,3.2839372158050537) (1968,3.2005395889282227) (1198,3.177097797393799) (2028,3.1501455307006836) (858,3.144008159637451) (3210,3.092628240585327)
4397: (2987,11.563176155090332) (2959,7.228126525878906) (2396,6.7656049728393555)* (2355,6.7577972412109375) (2599,6.249166488647461) (2694,6.012376308441162) (2395,5.989740371704102) (2580,5.823709487915039) (785,5.809632301330566) (2336,5.686770439147949) (3081,5.6229658126831055)* (2541,5.573107719421387) (1127,5.5376811027526855) (3005,5.069185733795166) (2712,5.068882942199707) (2605,5.058603286743164) (2688,5.032374382019043) (3176,5.000345230102539) (2908,4.891388893127441) (2433,4.843107223510742)
4398: (527,4.796387672424316) (2396,4.250876426696777) (2762,3.816089391708374) (1265,3.7986366748809814) (2028,3.79714035987854) (50,3.7949113845825195) (2997,3.785991668701172) (296,3.7743780612945557) (260,3.6693758964538574) (912,3.6333727836608887) (1259,3.588803291320801) (1617,3.5650928020477295) (1704,3.5545754432678223) (1196,3.54811429977417) (1307,3.5367271900177) (1193,3.52386736869812) (1198,3.3083994388580322) (1225,3.2898964881896973) (919,3.268376350402832) (1270,3.2053933143615723)
4399: (588,9.25579833984375) (1,8.799839973449707)* (2987,6.472226142883301) (594,5.948603630065918) (1022,5.421984672546387) (2078,5.323687553405762) (2096,5.173874855041504) (2355,5.032857894897461) (2081,4.963642597198486) (2080,4.906463146209717) (1282,4.735209941864014) (1029,4.671689987182617) (1907,4.6702470779418945) (919,4.397640228271484) (2687,4.3390936851501465) (2018,4.2111592292785645) (1032,4.10592794418335) (2137,3.977278709411621) (3034,3.7741308212280273) (2761,3.72845458984375)
4400: (110,2.5104446411132812) (590,2.0230491161346436) (1183,1.9497556686401367) (1242,1.7960467338562012) (2028,1.768243432044983)* (266,1.6483012437820435)* (1250,1.6214808225631714) (1222,1.5750229358673096) (3256,1.572774052619934) (356,1.5043429136276245)* (733,1.4654581546783447) (2944,1.453937292098999) (1610,1.451549768447876) (2006,1.4207000732421875) (3578,1.419069528579712) (1090,1.377821445465088) (2427,1.3588683605194092) (553,1.3556995391845703) (3753,1.3500436544418335) (1201,1.3379210233688354)
4401: (1248,8.312671661376953) (1221,7.913435935974121)* (908,6.720399856567383)* (1304,6.294681549072266) (2019,6.103196144104004)* (904,6.037008285522461) (2186,5.903508186340332)* (1256,5.6940598487854) (913,5.682618141174316)* (919,5.662454605102539) (1267,5.605128288269043) (1284,5.581652641296387) (898,5.5604658126831055)* (2028,5.5160064697265625) (1250,5.43193244934082) (1953,5.4090423583984375)* (899,5.035335063934326) (1036,4.94803524017334)* (1260,4.937685489654541)* (905,4.929861068725586)
4402: (2858,5.025664329528809) (593,5.004117965698242) (589,4.479510307312012) (260,4.213438034057617) (2028,4.116916656494141) (1196,4.007080078125) (1198,3.9700088500976562) (110,3.90087890625) (527,3.8741562366485596) (1193,3.6717982292175293) (2791,3.5054996013641357) (2804,3.4426157474517822) (1210,3.442605972290039) (1097,3.4138474464416504) (2918,3.4064626693725586) (1,3.3590686321258545) (1307,3.356560230255127) (2762,3.295429229736328) (608,3.2940611839294434) (296,3.262728691101074)
4403: (2762,6.929282188415527) (2028,6.350990295410156)* (296,6.143078804016113) (1198,5.854504108428955)* (2692,5.733414649963379) (1196,5.685288429260254) (110,5.519084453582764)* (1210,5.49152135848999) (1089,5.4342498779296875) (3006,5.406628608703613) (3578,5.37373161315918) (318,5.046220779418945) (6,5.041067123413086) (1200,5.010472297668457) (3175,4.949227333068848) (1387,4.920311450958252) (1249,4.9158759117126465) (293,4.871417999267578) (1221,4.810757637023926) (2000,4.789247512817383)
4404: (1784,6.691616058349609)* (2028,6.682984352111816)* (3052,6.641711711883545)* (1704,6.613394260406494) (2329,6.559204578399658) (3174,6.4059224128723145) (2395,6.252289295196533) (2700,6.171457767486572) (356,6.156347274780273) (2683,6.036231994628906) (3578,5.993711471557617) (2599,5.797934532165527)* (1682,5.795396327972412) (32,5.779555797576904) (3176,5.740984916687012) (1089,5.728871822357178) (1517,5.698566436767578) (1729,5.683346748352051) (2712,5.633312225341797) (6,5.572977066040039)
4405: (593,6.885763168334961) (912,6.678234100341797) (2997,6.254079341888428)* (904,6.146421432495117) (908,6.133538246154785) (608,6.0828938484191895) (1252,5.808683395385742) (318,5.770316123962402) (1198,5.566650390625) (527,5.499710559844971)* (1221,5.193116664886475) (923,5.135137557983398)* (1219,5.009012699127197) (1207,4.910522937774658) (1136,4.814467430114746)* (2762,4.802410125732422) (1230,4.607428073883057) (924,4.510383129119873) (913,4.459946155548096) (1213,4.427611827850342)
4406: (589,2.2431540489196777)* (2571,2.063292980194092)* (3578,2.0567922592163086)* (3624,1.888298749923706)* (1249,1.7034165859222412)* (3175,1.6910557746887207)* (3555,1.657118558883667) (260,1.6158616542816162)* (1374,1.6108746528625488)* (3753,1.5935041904449463)* (3745,1.5783576965332031) (1196,1.5443605184555054)* (3623,1.5402352809906006)* (3751,1.5145044326782227)* (1210,1.5132155418395996)* (3510,1.4091997146606445) (2959,1.3988406658172607)* (480,1.3864067792892456)* (1197,1.3837110996246338) (1240,1.3326480388641357)*
4407: (296,7.314995765686035)* (1784,6.522587299346924) (1213,6.268372535705566)* (1060,6.1742472648620605) (1393,5.8923773765563965) (1517,5.75333309173584) (1089,5.736347198486328) (104,5.581852436065674) (1682,5.517983436584473)* (3052,5.439888000488281) (2502,5.3863630294799805) (2694,5.378627777099609) (2700,5.334569931030273) (150,5.242702484130859) (628,5.222813606262207) (1732,5.184523582458496) (508,5.183260440826416) (1500,5.143246173858643) (1061,5.108255386352539) (3147,5.024106025695801)
4408: (1247,7.732422351837158)* (1293,7.559082984924316)* (3095,7.441172122955322)* (1104,6.988643169403076)* (3152,6.890934944152832) (1035,6.657392978668213)* (1263,6.644145965576172)* (3201,6.618768215179443) (1960,6.560757637023926) (1296,6.529829025268555) (2919,6.5111823081970215)* (3068,6.398301124572754) (1949,6.368236064910889)* (3735,6.243671894073486) (3467,6.211803436279297)* (1955,6.187431335449219) (1954,6.094769477844238) (2739,6.075197219848633) (902,6.07157039642334)* (1208,6.018501281738281)*
4409: (2997,10.339715957641602)* (2706,10.225013732910156)* (2762,8.775760650634766)* (2599,7.29457950592041) (2710,7.039156436920166) (2395,6.972412109375) (3081,6.9061994552612305)* (2688,6.603764533996582) (2580,6.562740325927734) (3005,6.548464775085449)* (1127,6.111526012420654) (2763,6.002402305603027) (2336,5.873210906982422) (3174,5.7953338623046875) (2490,5.743949890136719)* (2433,5.634202003479004) (2541,5.584329605102539) (3176,5.258542060852051) (2881,5.225337028503418) (3623,5.201145648956299)
4410: (318,3.605682373046875)* (608,3.304961681365967) (527,3.241231918334961)* (50,2.927833080291748)* (2762,2.8899636268615723) (2028,2.808743476867676) (296,2.7544946670532227) (1617,2.7138285636901855)* (2858,2.652890682220459)* (1213,2.48960280418396) (589,2.1717257499694824) (1704,2.1472253799438477) (1358,2.0904088020324707) (1193,2.0406455993652344)* (1,2.023754596710205) (858,1.9667612314224243) (1089,1.9309053421020508) (457,1.8696166276931763) (2571,1.8479328155517578) (260,1.8475315570831299)*
