userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
17: (1584,13.81236457824707)* (541,10.820528984069824)* (1396,10.757814407348633) (3702,8.367671966552734) (1676,7.85729455947876) (2393,7.728440284729004) (1200,7.721454620361328)* (1215,7.41254997253418)* (2664,7.385313510894775)* (1372,6.983087539672852) (2968,6.339369773864746) (29,5.9196672439575195) (2628,5.819570541381836) (2009,5.5641889572143555) (2094,5.374697685241699) (3697,5.254743576049805) (3623,5.250040054321289) (3751,5.250040054321289)* (1307,5.250040054321289) (1358,5.250040054321289)*
787: (2997,5.917751789093018)* (2706,5.206476211547852) (3510,4.5926432609558105)* (2599,4.452398300170898) (3793,4.417108535766602)* (3753,4.352653980255127) (3176,3.9149985313415527) (3555,3.837409496307373) (3948,3.835322380065918)* (2571,3.7092559337615967)* (527,3.695868968963623) (110,3.6584558486938477) (3298,3.341195583343506) (1923,3.333336114883423) (3006,3.288939952850342) (47,3.257359027862549) (3785,3.2128520011901855) (2908,3.20703387260437)* (2694,3.1839146614074707) (2541,3.105586528778076)
1014: (260,3.495945692062378) (1196,2.9434056282043457)* (912,2.412388563156128) (919,2.2230286598205566) (110,2.1327648162841797) (913,2.0743818283081055) (1221,2.043628215789795) (541,1.975985050201416) (1240,1.971972942352295) (2858,1.9586646556854248) (480,1.942434310913086) (1233,1.935122013092041) (1250,1.9099512100219727) (1214,1.8884813785552979) (1136,1.874873161315918) (908,1.8734893798828125) (1230,1.8396762609481812) (2396,1.812610387802124) (2716,1.7726967334747314) (1617,1.7480896711349487)
1327: (1250,2.8487436771392822) (1090,2.2904958724975586) (1262,2.276296377182007)* (1204,2.221736192703247) (2944,2.1970696449279785)* (1242,2.1847612857818604) (780,2.1611409187316895) (1233,2.1332321166992188) (3578,2.1328182220458984) (2628,2.1146645545959473) (1196,2.099597930908203)* (260,2.076982259750366) (3062,2.0124409198760986) (161,1.9956567287445068) (480,1.9788535833358765) (1408,1.7811002731323242) (919,1.7319695949554443) (590,1.7266947031021118) (2571,1.7048345804214478) (920,1.6969246864318848)
2049: (908,3.6410341262817383) (1252,2.958648204803467) (913,2.7095143795013428) (1284,2.6643354892730713) (922,2.6594276428222656) (1267,2.574096441268921) (899,2.561403274536133) (1207,2.5511505603790283) (919,2.462829828262329) (903,2.4464030265808105) (1248,2.4244225025177) (1193,2.3884220123291016) (930,2.3513259887695312) (1244,2.307295083999634) (969,2.267247438430786) (2858,2.264341354370117) (1254,2.1592822074890137) (3307,2.150771141052246) (1204,2.14810848236084) (928,2.1341257095336914)
2716: (969,2.0263476371765137)* (912,1.9442768096923828) (1196,1.8264553546905518)* (920,1.7418289184570312) (1674,1.6992149353027344) (457,1.6058223247528076) (913,1.5873446464538574) (1204,1.586940884590149) (1262,1.5466704368591309) (1193,1.5291492938995361) (903,1.5277972221374512) (1097,1.5095146894454956) (1036,1.4728844165802002) (1225,1.4686331748962402) (2067,1.4616217613220215) (527,1.455108404159546) (1221,1.4396940469741821) (1207,1.4369215965270996) (899,1.380965232849121) (1250,1.3781092166900635)
2722: (1196,2.566168785095215)* (480,2.0829057693481445) (2628,1.880824327468872)* (1240,1.8728883266448975) (1200,1.8291553258895874) (541,1.8254401683807373)* (1198,1.8184704780578613) (3793,1.7524363994598389) (1097,1.6700665950775146) (1270,1.611088514328003) (2916,1.5931835174560547) (1527,1.5923693180084229) (1127,1.5472558736801147) (110,1.5202709436416626) (32,1.4541815519332886) (1356,1.4013032913208008) (1374,1.3390893936157227) (2028,1.329263687133789) (3471,1.265054702758789) (316,1.2553174495697021)
2958: (2997,4.313471794128418) (2396,3.599825859069824) (2762,3.5818123817443848) (3578,3.2059504985809326) (2987,3.0514450073242188) (2599,2.905207633972168)* (2706,2.868955135345459)* (3176,2.804154396057129) (2700,2.597705364227295) (3408,2.562269687652588) (2336,2.519540786743164) (2908,2.476266622543335) (2761,2.355632781982422) (2710,2.35186505317688) (2712,2.3243322372436523)* (2333,2.3144428730010986) (1127,2.1202144622802734) (2394,2.040736198425293) (2541,1.9965623617172241) (2694,1.9747695922851562)
3183: (1196,3.6718661785125732)* (1204,3.3012900352478027) (1201,3.300652027130127) (2944,3.2073469161987305) (480,2.971705436706543) (1250,2.803098678588867) (457,2.731771469116211) (1233,2.7317469120025635) (1240,2.723069906234741) (912,2.6915297508239746)* (1036,2.6796987056732178) (3062,2.6395277976989746)* (1221,2.5472021102905273) (2948,2.4707863330841064) (3753,2.419499397277832) (3578,2.408963680267334) (920,2.2996137142181396) (1254,2.254953145980835) (1214,2.251448154449463) (3494,2.212009906768799)
3289: (110,2.9799764156341553) (3753,2.88222599029541) (1233,2.782763957977295) (1090,2.6298775672912598) (3062,2.368344306945801) (1272,2.2435834407806396) (920,2.1985998153686523) (1299,2.1830506324768066) (1193,2.1464033126831055) (3196,2.1348462104797363)* (1208,2.1184017658233643) (3147,2.0850167274475098) (1263,2.0793466567993164) (1927,2.0772244930267334)* (1242,2.0517072677612305) (2067,2.0099565982818604) (590,2.0067203044891357) (1944,2.0012097358703613) (2670,1.962581753730774) (3578,1.9454234838485718)
3402: (913,5.709312915802002)* (899,5.623470306396484) (1248,5.300776481628418) (1244,5.156241416931152) (905,4.996228218078613)* (930,4.93611478805542)* (1267,4.914120674133301) (3462,4.642091274261475)* (903,4.639795303344727)* (912,4.417102813720703)* (1947,4.142489433288574) (3030,3.994454860687256) (3095,3.9177258014678955) (1084,3.8984012603759766) (2936,3.855989933013916)* (1235,3.8522024154663086) (1237,3.806912422180176) (2664,3.7954869270324707)* (1251,3.7912378311157227)* (1292,3.765439748764038)
3798: (2858,3.335153818130493) (608,3.0466768741607666) (1221,2.590451240539551) (2028,2.5789546966552734) (2571,2.426043748855591)* (2762,2.366093635559082) (1089,2.322996139526367) (1196,2.239128589630127)* (1193,2.1978554725646973) (527,2.1544840335845947) (1252,2.0685513019561768) (1198,2.0452589988708496) (541,2.0010507106781006) (2692,1.837041974067688) (1240,1.8065605163574219) (110,1.7603769302368164) (457,1.659011960029602) (32,1.6490219831466675) (3578,1.6461937427520752) (1200,1.6397686004638672)
4129: (908,2.809774398803711) (919,2.550990581512451) (1225,2.540616273880005) (1204,2.474343776702881) (1252,2.3813364505767822) (1250,2.3151907920837402) (913,2.2268223762512207) (111,2.1984076499938965) (2858,2.191026449203491) (1221,2.177950382232666)* (920,2.174696922302246) (969,2.15647029876709) (903,2.1432697772979736) (1952,2.1196236610412598) (1230,2.1166000366210938) (1945,2.114044666290283) (608,2.0944180488586426) (1267,2.0602006912231445) (3468,2.040174722671509) (1254,2.038649082183838)
4630: (2997,2.873354434967041) (608,2.260490655899048) (2599,2.153320789337158) (1213,2.057711124420166) (3481,2.0067567825317383) (1923,2.004777431488037) (2028,1.9977762699127197) (2396,1.9426629543304443)* (1641,1.8897149562835693) (2289,1.823533535003662) (1060,1.8064579963684082) (1784,1.777101993560791) (1704,1.7356654405593872) (778,1.719960331916809) (1265,1.6781245470046997) (1617,1.6445069313049316) (1673,1.6307169198989868) (2692,1.5971208810806274) (34,1.57423734664917) (3006,1.571008324623108)
5095: (1252,3.5315494537353516)* (912,3.22509765625) (1204,3.1436798572540283) (913,2.9203901290893555) (1248,2.722170352935791) (608,2.670335292816162) (1254,2.5983688831329346) (1284,2.5463056564331055) (919,2.4283769130706787) (3095,2.4067347049713135) (1250,2.4035089015960693) (1952,2.3968193531036377) (527,2.3844025135040283) (1221,2.3647847175598145) (1136,2.3462703227996826) (3134,2.34283185005188) (3030,2.342197895050049) (1244,2.339428663253784) (1148,2.3382978439331055) (1208,2.3367972373962402)
5419: (1148,3.7599871158599854) (745,3.6762094497680664)* (608,3.4960341453552246) (1617,3.4772467613220215) (296,3.359222650527954) (541,3.266824722290039) (32,3.1109652519226074) (1223,3.0808699131011963) (1213,2.9095001220703125) (2858,2.895948648452759) (1089,2.833203077316284)* (2019,2.7095303535461426) (2599,2.6904797554016113) (1248,2.6548211574554443) (3481,2.605229616165161) (1230,2.5989737510681152) (29,2.5306129455566406) (3683,2.5302023887634277)* (1136,2.4332873821258545) (1748,2.3518097400665283)
5877: (2858,3.7498631477355957) (2997,3.734461784362793) (2355,3.729672431945801) (2706,3.0195000171661377) (3578,2.9872183799743652) (3793,2.7962646484375) (2599,2.694469690322876) (260,2.3803551197052) (3081,2.375025987625122) (1127,2.305398464202881) (2710,2.299251079559326)* (3408,2.2601590156555176) (1,2.222238779067993) (1270,2.188765287399292) (2571,2.1114068031311035) (2692,2.1077728271484375) (1196,2.082974433898926)* (2502,2.0329208374023438) (2394,2.023538112640381) (913,1.9828968048095703)*
5934: (608,3.3330955505371094) (1213,2.9760329723358154) (2028,2.964763641357422) (912,2.9422659873962402)* (2762,2.4654784202575684) (110,2.463578701019287) (1196,2.4549078941345215)* (923,2.357750415802002) (111,2.3515028953552246) (1252,2.3512349128723145) (1198,2.2658543586730957) (1207,2.247788906097412) (919,2.2362780570983887) (1250,2.220815896987915) (1208,2.075934886932373) (1204,2.0056049823760986) (920,1.9519530534744263) (541,1.9363787174224854) (1214,1.9287433624267578) (913,1.928323745727539)
432: (17,3.1330747604370117) (2671,2.918330430984497) (339,2.776994228363037) (1569,2.7575528621673584) (440,2.4763011932373047) (2724,2.3533525466918945) (2125,2.2975244522094727)* (2424,2.2774744033813477) (1721,2.1776046752929688) (7,2.175403594970703) (916,2.1658613681793213) (222,2.0580291748046875) (1393,2.013697624206543) (587,2.010098457336426) (1188,2.0013999938964844) (265,1.9961576461791992) (1784,1.9434891939163208) (915,1.9058074951171875) (1641,1.8619945049285889) (2572,1.8535230159759521)
1091: (110,1.7589738368988037) (1721,1.358148217201233) (648,1.1314380168914795) (2628,1.1170483827590942) (588,1.1063936948776245) (733,1.0802751779556274) (2396,1.0643775463104248) (457,1.0635221004486084) (595,1.0585041046142578) (2006,1.0403852462768555) (3753,1.0394952297210693) (587,1.0304338932037354) (2028,1.0175930261611938) (780,1.0172710418701172) (1569,1.0154638290405273) (2571,0.9776058197021484) (1408,0.9768833518028259) (364,0.970473051071167) (1393,0.9523046016693115) (1608,0.9186397194862366)
3574: (3755,3.0277485847473145) (3793,2.8089542388916016) (3785,2.6513278484344482)* (3176,2.4530601501464844)* (1230,2.422586679458618)* (3510,2.346071243286133) (3481,2.31139874458313) (3298,2.2944774627685547)* (3812,2.2803103923797607)* (3263,2.1521389484405518) (3836,2.096619129180908) (2997,2.0493669509887695) (3617,2.0367319583892822)* (1244,2.035875082015991) (3717,2.029378890991211) (3783,2.0266993045806885) (3897,2.026395082473755) (3952,2.012683629989624) (3555,1.9689509868621826) (2302,1.9629125595092773)*
3879: (3301,2.5649170875549316) (2001,2.362287998199463) (780,2.1629481315612793) (2302,2.1577343940734863) (736,2.0214602947235107)* (3263,2.0103096961975098) (3147,1.9933685064315796) (3809,1.9262267351150513) (165,1.872795581817627) (3763,1.863346815109253) (1918,1.8257544040679932) (3717,1.8235869407653809) (3785,1.8199310302734375) (2490,1.7886614799499512) (3639,1.7255840301513672) (3617,1.6987894773483276) (3146,1.6586477756500244) (2605,1.6570305824279785) (2949,1.6556000709533691) (2431,1.5867791175842285)
5050: (2396,5.12302303314209)* (2671,4.7543745040893555) (1393,4.5168137550354)* (17,4.096959114074707) (2724,4.03060245513916) (1784,3.5774545669555664) (1680,3.414055824279785) (838,3.2368712425231934)* (2572,3.129556179046631) (3510,3.116769790649414) (222,3.1148664951324463)* (3147,2.995352268218994) (3255,2.950394868850708) (2581,2.945591926574707) (2763,2.8987293243408203) (1888,2.859661817550659) (150,2.80346941947937) (3916,2.733175754547119) (497,2.7192938327789307) (1,2.678713321685791)
27: (913,9.564530372619629)* (1284,9.273632049560547) (1248,7.559230804443359)* (908,6.986820220947266)* (1212,6.770338535308838) (923,6.634984016418457)* (3334,6.004281520843506) (3134,5.6290740966796875) (3095,5.190192222595215) (1230,5.151705741882324) (969,5.143599987030029) (2019,5.137353897094727) (2203,4.62326717376709) (1178,4.601350784301758) (903,4.51356315612793) (1269,4.43602180480957) (3035,4.426695823669434) (3468,4.344047546386719) (1945,4.2698211669921875) (3462,4.248419284820557)
592: (3753,3.1467337608337402) (3510,2.456613063812256) (3624,2.442605972290039)* (1198,2.168856382369995)* (110,2.068793296813965) (480,2.0544323921203613) (3408,1.8381617069244385) (2028,1.816228985786438) (3301,1.7988463640213013) (3717,1.7888710498809814)* (3513,1.77976393699646) (2571,1.7601455450057983) (2628,1.747307538986206) (3481,1.6732590198516846) (3916,1.6432443857192993) (3785,1.6302951574325562) (3617,1.6058628559112549) (2000,1.555585265159607) (3300,1.5178887844085693) (3354,1.5097726583480835)
1257: (480,2.290245771408081) (110,2.0693516731262207) (2628,2.0351815223693848) (1198,2.0318996906280518)* (260,1.9476642608642578) (2115,1.891453742980957)* (1196,1.8559929132461548) (590,1.7870924472808838) (2716,1.7862093448638916) (3578,1.7797267436981201) (733,1.7669187784194946) (648,1.7336525917053223) (3753,1.6830410957336426) (1356,1.6242194175720215) (2006,1.6032543182373047) (1967,1.5767078399658203) (349,1.558613896369934) (1275,1.537074327468872) (1376,1.534410834312439) (3489,1.5293172597885132)
1682: (111,3.068570137023926) (1214,2.6593518257141113) (1252,2.586580276489258) (1213,2.349724769592285) (1206,2.3451948165893555)* (2858,2.344025135040283) (2997,2.3423471450805664) (541,2.317472219467163) (608,2.295015811920166) (296,2.237090587615967) (923,2.1252474784851074) (912,2.0680558681488037) (1208,2.0341298580169678) (1198,2.0301637649536133)* (919,2.02695369720459) (527,2.016167163848877) (1997,2.0037713050842285) (908,1.8511219024658203) (1136,1.8134245872497559) (1617,1.7991657257080078)
1993: (3114,2.426172971725464) (1265,2.357283353805542) (2858,2.240520477294922) (2997,2.2097725868225098) (1148,2.1758439540863037) (260,2.089921474456787) (1270,2.085702657699585) (34,2.082005500793457) (2918,1.98766028881073) (2716,1.9860813617706299) (1198,1.9597347974777222)* (745,1.9270851612091064) (1079,1.9040418863296509) (919,1.7780964374542236) (2599,1.761272668838501) (2791,1.7346687316894531) (296,1.6993231773376465) (1259,1.6826889514923096) (1223,1.6655759811401367) (1230,1.6545225381851196)
3181: (1267,2.693552255630493) (913,2.6672143936157227) (1284,2.5668020248413086) (912,2.5076167583465576) (608,2.386723041534424) (903,2.3128671646118164) (1617,2.2830991744995117) (1193,2.282599449157715) (1207,2.276726722717285) (1221,2.2500078678131104) (1212,2.218203544616699) (1230,2.0596466064453125) (1213,2.0173087120056152) (2858,1.9621036052703857) (1945,1.9515578746795654) (3683,1.9305741786956787) (1254,1.91843843460083) (1084,1.8794264793395996) (919,1.8671345710754395) (1952,1.8650448322296143)
3264: (3578,2.0414652824401855) (2858,1.7787249088287354) (2997,1.770583987236023) (2762,1.696311116218567) (3408,1.6582518815994263) (3753,1.5714538097381592) (3755,1.3596999645233154) (3081,1.3106331825256348) (3510,1.282185673713684) (3785,1.1601800918579102) (2976,1.1393561363220215) (3301,1.1137263774871826) (3185,1.0791213512420654) (3298,1.0769283771514893) (3717,1.0748732089996338) (3555,1.0723235607147217) (1230,1.0654118061065674) (2355,1.0647480487823486) (2706,1.0194604396820068) (3006,1.0020081996917725)
3728: (2355,4.444311141967773) (2881,4.306468486785889) (2997,3.987067461013794) (3408,3.802985668182373) (2763,3.6689438819885254)* (3753,3.505223035812378) (2710,3.4418935775756836) (785,3.4258832931518555) (2987,3.4207630157470703)* (3793,3.375333070755005) (2502,3.358041286468506) (3176,3.3012795448303223) (2396,3.2439703941345215) (2841,3.2170932292938232) (3510,3.090726852416992) (3081,3.0544991493225098) (3219,3.0290231704711914) (3203,3.021057605743408) (2572,2.9807682037353516) (2724,2.926729202270508)
4420: (1267,3.2656354904174805) (908,3.2548773288726807) (930,2.8625917434692383) (969,2.739122152328491) (1254,2.679455518722534) (2203,2.4338274002075195) (2019,2.3453521728515625) (541,2.290036201477051) (919,2.017786979675293) (905,2.0136265754699707) (1230,1.9565778970718384) (3683,1.9387296438217163) (928,1.9170563220977783) (2987,1.909218192100525) (899,1.8735287189483643) (1617,1.8656893968582153) (2366,1.8597662448883057) (3134,1.8482624292373657) (3030,1.8163366317749023) (2664,1.7674931287765503)
4469: (541,2.6596577167510986) (260,2.3873698711395264) (1230,1.91105055809021) (1206,1.9019570350646973) (1196,1.899491548538208) (912,1.7698781490325928)* (1252,1.7549787759780884) (1204,1.7433335781097412) (1200,1.6632717847824097) (1240,1.61075758934021)* (913,1.6020697355270386) (1233,1.5952341556549072) (1077,1.5484670400619507) (3702,1.4711055755615234) (1284,1.4251476526260376) (908,1.4207887649536133) (3030,1.4197332859039307) (1198,1.403212547302246)* (1253,1.3742247819900513) (3703,1.3495349884033203)
4492: (2396,2.420994997024536) (2762,2.4000861644744873) (3176,2.035205364227295) (2908,1.93644380569458) (2336,1.9143331050872803) (3408,1.9088994264602661) (2599,1.7337204217910767) (913,1.7319164276123047) (3114,1.7277017831802368) (2686,1.5299917459487915) (2333,1.5216647386550903) (2028,1.5189636945724487) (3578,1.5066065788269043) (2706,1.4083606004714966)* (3185,1.4007387161254883) (2707,1.3624508380889893)* (3006,1.3587303161621094) (608,1.326878309249878) (2712,1.2988612651824951) (3147,1.2935281991958618)
4575: (1223,2.3495185375213623) (1136,1.74873685836792) (720,1.6704695224761963) (3429,1.610659122467041) (955,1.4913671016693115) (905,1.441563606262207) (671,1.4037971496582031) (1080,1.3693950176239014) (945,1.3626391887664795) (497,1.3555433750152588) (2936,1.268420696258545) (3097,1.191089391708374) (899,1.1842211484909058) (1066,1.170524001121521) (2788,1.1254888772964478) (3061,1.105316162109375) (3608,1.0778669118881226) (3307,1.0752263069152832) (3397,1.066321849822998) (3462,1.065114140510559)
