userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.564868927001953)* (265,7.842133522033691) (11,7.7507147789001465)* (48,7.692915439605713)* (276,7.542703151702881) (215,7.536496162414551) (324,7.4392218589782715) (53,7.2664008140563965)* (170,7.199534893035889)* (300,7.1163434982299805) (279,7.032366752624512) (674,6.946537017822266) (107,6.810775279998779)* (169,6.754537582397461)* (203,6.595279693603516) (262,6.584053993225098) (1187,6.4734086990356445) (371,6.444366455078125) (632,6.346616268157959) (661,6.319310188293457)
2205: (135,8.733417510986328) (48,8.015483856201172)* (1116,7.694080829620361) (1192,7.569679260253906) (371,7.544766426086426) (113,7.526392936706543) (1186,7.4012451171875) (842,7.391532897949219) (54,7.3870530128479) (922,7.249817848205566) (2220,7.097962379455566) (189,7.09395170211792) (519,7.079952716827393) (178,7.047221660614014) (354,6.97181510925293) (553,6.79050350189209) (279,6.7728729248046875) (53,6.723941802978516) (269,6.703942775726318) (1210,6.632229804992676)*
2206: (211,10.083866119384766)* (266,9.313970565795898) (4494,9.099037170410156)* (16,9.032934188842773)* (4952,8.948352813720703) (6090,8.793944358825684) (291,8.761731147766113) (1812,8.511093139648438)* (248,8.484408378601074)* (15098,8.357985496520996)* (669,7.993721961975098)* (6624,7.976487159729004)* (2423,7.947276592254639)* (84,7.938884735107422)* (242,7.851856231689453) (317,7.791239261627197) (1919,7.76545524597168)* (219,7.764092445373535)* (2131,7.75256872177124) (6159,7.718908786773682)*
2207: (54,12.172401428222656) (13,12.027294158935547)* (1831,11.34817886352539)* (354,11.291688919067383)* (237,11.190469741821289)* (247,11.12701416015625)* (1812,10.952901840209961)* (274,10.852241516113281) (4952,10.695478439331055) (3402,10.530913352966309) (3445,10.308995246887207)* (309,10.242752075195312) (3448,9.938667297363281)* (6215,9.466097831726074)* (6395,9.158161163330078)* (4181,9.122764587402344)* (1323,8.756723403930664) (3780,8.562101364135742) (439,8.514280319213867)* (5823,8.398696899414062)
2208: (493,7.696511745452881) (952,7.022616863250732) (1891,6.656332969665527) (2899,6.136735916137695)* (1180,6.111019134521484) (2862,6.0902204513549805) (269,6.0347700119018555) (3499,5.982532501220703) (904,5.921537399291992)* (844,5.839906215667725) (3721,5.757444381713867)* (312,5.561826705932617) (3862,5.374178886413574) (2147,5.372456073760986) (689,5.285577774047852) (54,5.265503883361816) (242,5.260746955871582) (1246,5.245054244995117)* (270,5.217794418334961) (3865,5.211435317993164)
2209: (15,4.298645973205566) (167,3.7695517539978027) (159,3.312302589416504) (215,3.2905783653259277) (11,3.2381956577301025) (67,3.0924296379089355) (131,3.062760829925537) (324,3.025355577468872) (113,2.972330093383789)* (674,2.93833065032959) (107,2.887392282485962) (17,2.85543155670166) (366,2.8189773559570312) (142,2.7168517112731934) (115,2.7154746055603027) (54,2.7094154357910156) (4,2.6654646396636963) (9,2.658254861831665) (312,2.6387758255004883) (81,2.6207423210144043)
2210: (15,6.0885772705078125) (48,5.575514793395996) (167,5.364902496337891) (168,5.286011695861816) (215,5.218271732330322) (13,5.215311050415039)* (159,5.046171188354492) (131,4.931830406188965) (312,4.924896240234375)* (135,4.765153884887695) (67,4.712084770202637) (279,4.538126468658447) (113,4.522637367248535) (173,4.497143745422363) (276,4.491671562194824)* (174,4.472451210021973) (142,4.461407661437988)* (366,4.439875602722168) (115,4.433313369750977) (674,4.420450687408447)
2211: (131,1.5216898918151855) (3399,1.451493501663208) (168,1.4120770692825317) (302,1.3648970127105713) (175,1.2739577293395996) (242,1.233119249343872) (50,1.146843433380127) (72,1.1312453746795654) (434,1.0960628986358643) (312,1.0805034637451172) (274,1.057479739189148) (13,1.049317479133606) (3750,1.0323803424835205) (82,1.0322651863098145) (16,1.017830491065979) (1180,1.0162849426269531) (14,1.0120129585266113) (54,0.9921876788139343) (107,0.9815347790718079) (48,0.9800543785095215)
2213: (592,7.139505863189697) (13,6.649291515350342) (135,6.618570327758789) (107,6.4797282218933105) (519,6.447786331176758)* (522,6.4202494621276855) (512,6.2907185554504395) (113,6.1990132331848145) (147,6.147979736328125) (174,5.996250152587891) (560,5.940373420715332) (130,5.932559967041016) (1144,5.885238170623779) (50,5.841348648071289) (134,5.7893266677856445) (802,5.727028846740723) (486,5.679218292236328) (48,5.615074157714844) (670,5.599461078643799) (1027,5.595828533172607)
2214: (1273,4.615042686462402) (493,4.454712867736816) (512,4.1918230056762695) (707,4.074130058288574) (130,4.033411502838135) (915,3.996062755584717)* (906,3.854501247406006) (2026,3.619184970855713) (1116,3.4756295680999756) (136,3.422856569290161) (2069,3.382948160171509) (875,3.366664171218872) (1267,3.3157835006713867) (519,3.3136610984802246) (88,3.245004653930664) (910,3.1357216835021973) (862,3.0924925804138184) (1022,3.0042600631713867) (897,3.00406551361084) (1043,2.991821050643921)
2215: (1985,1.2351305484771729)* (3032,1.1476836204528809) (3470,1.0996613502502441) (7830,1.0584897994995117) (8007,1.0527424812316895) (3053,1.0461385250091553) (8297,1.0299690961837769) (1044,1.0207104682922363) (3389,1.0138882398605347) (1851,1.0027612447738647) (7951,0.9953142404556274) (3634,0.9946714639663696) (2512,0.9893965721130371) (7907,0.9787417054176331) (7789,0.9759209156036377) (8375,0.9612303376197815)* (5083,0.956304669380188) (8242,0.9341551065444946) (2216,0.912775456905365) (3052,0.9103699922561646)
2216: (18,4.698460578918457) (248,4.61826229095459) (949,4.431406021118164) (4181,4.359531402587891) (217,4.291509628295898) (237,4.220625400543213) (211,4.161686420440674) (252,3.9792017936706543) (964,3.8585193157196045) (142,3.83294677734375) (243,3.770862102508545) (263,3.7540078163146973) (3865,3.744968891143799) (219,3.733166217803955) (2862,3.645353317260742) (16,3.622587203979492) (689,3.616982936859131)* (382,3.5029091835021973) (2187,3.4102087020874023) (2147,3.331040859222412)
2217: (1813,9.039010047912598) (368,8.409164428710938) (168,8.185081481933594) (240,8.098041534423828) (302,7.771452903747559)* (827,7.756499767303467)* (1172,7.718097686767578) (952,7.709948539733887) (876,7.709465503692627)* (823,7.646453380584717) (2328,7.470775604248047) (2365,7.32915735244751) (87,7.223505973815918) (129,7.192776679992676)* (686,7.0243072509765625) (834,7.016645431518555)* (2956,7.009191513061523) (1236,6.982102394104004) (696,6.964761734008789) (3024,6.932919502258301)
2218: (952,12.018511772155762) (1891,11.910402297973633) (237,10.827813148498535)* (72,10.730547904968262) (16,10.637068748474121) (3744,10.4420804977417) (6215,10.123128890991211) (7753,9.212871551513672)* (3499,8.79799747467041) (4345,8.514799118041992) (3723,8.413537979125977) (3768,8.183711051940918) (54,8.110045433044434) (5776,7.9564032554626465)* (5823,7.844335556030273)* (6662,7.770718097686768)* (662,7.7488908767700195) (13415,7.617254734039307) (3939,7.566250324249268)* (4489,7.5627546310424805)
2219: (806,10.039888381958008) (3908,9.636831283569336) (802,9.3967866897583)* (3245,8.457859992980957)* (1062,8.360311508178711) (561,8.055450439453125) (3897,8.034441947937012)* (6996,8.007923126220703) (1140,7.874172687530518) (3977,7.716094970703125) (2137,7.695071220397949) (4404,7.467452049255371) (3379,7.358516216278076) (3808,7.322606086730957) (8679,7.299180030822754) (2957,7.246681213378906) (932,7.048834800720215) (16735,6.9931793212890625) (2141,6.971982479095459) (185,6.97053861618042)
2220: (512,8.228608131408691) (575,7.877603054046631) (15,7.8110151290893555)* (167,7.654977321624756) (170,7.544098854064941) (2779,7.541026592254639)* (265,7.419736862182617) (493,7.1630449295043945) (806,6.95596170425415)* (459,6.8625288009643555)* (906,6.837931156158447) (952,6.75740909576416) (190,6.680359840393066) (135,6.664419174194336) (166,6.630815505981445)* (2609,6.536696910858154) (904,6.520148754119873) (136,6.504769325256348)* (844,6.393075942993164) (142,6.307388782501221)
2221: (185,11.202201843261719)* (2137,9.205924987792969)* (2609,9.085712432861328) (493,8.826129913330078) (1063,8.784205436706543)* (707,8.659706115722656) (1100,8.330097198486328)* (1072,8.122953414916992)* (642,8.000323295593262) (2096,7.977545261383057) (2066,7.798123359680176) (932,7.716403484344482) (626,7.607934474945068) (541,7.601418495178223) (583,7.552865028381348) (570,7.543339729309082) (1802,7.421918869018555)* (640,7.403621196746826) (896,7.383646011352539) (3655,7.1624298095703125)
2222: (1906,9.476099014282227)* (5139,9.143125534057617)* (704,8.869918823242188) (4,8.739328384399414)* (538,8.672922134399414) (1847,8.588168144226074)* (675,8.468768119812012)* (5207,8.26822280883789)* (683,8.249774932861328) (454,8.194964408874512) (373,8.042642593383789)* (1079,7.97031307220459) (951,7.889840602874756) (5314,7.869262218475342) (1243,7.862087726593018)* (1949,7.8329901695251465) (810,7.8300676345825195)* (2165,7.791971206665039)* (4721,7.771965026855469)* (4122,7.7502288818359375)
2224: (252,5.345414638519287) (661,5.293401718139648) (174,5.268021106719971) (897,4.673119068145752) (123,4.4600419998168945) (964,4.333532333374023) (13,4.329524040222168) (6532,4.254504203796387) (50,4.249427795410156) (262,4.243724822998047) (1220,4.167882442474365) (6215,3.965106964111328) (131,3.9571726322174072) (80,3.9551901817321777) (3750,3.9069252014160156) (17,3.9013566970825195) (72,3.8988428115844727)* (117,3.87069034576416) (340,3.8357629776000977) (300,3.798959732055664)
2225: (530,2.2359726428985596) (560,1.9736655950546265) (628,1.922953724861145)* (529,1.904762864112854) (1063,1.8498857021331787) (539,1.8007773160934448) (136,1.7700254917144775) (47,1.7546038627624512) (1027,1.7463606595993042) (561,1.732658863067627) (147,1.7141506671905518) (1072,1.712196707725525) (744,1.6828250885009766) (786,1.6744883060455322) (522,1.635660171508789) (541,1.6261781454086304) (1276,1.6134551763534546) (153,1.6049343347549438) (5014,1.593646764755249) (520,1.5577037334442139)
2226: (13,7.8749542236328125)* (48,7.202667236328125) (354,6.827459335327148) (113,6.15116024017334) (158,6.041319847106934) (374,5.966516494750977) (11,5.7602362632751465) (661,5.644529342651367) (439,5.57364559173584) (3,5.517393112182617) (174,5.51730489730835) (302,5.5160369873046875) (50,5.493647575378418) (274,5.309308052062988) (67,5.262840270996094) (922,5.239617347717285) (157,5.22763204574585) (1812,5.1791253089904785)* (367,5.173460006713867) (355,5.133856773376465)
2227: (707,5.8288068771362305) (520,5.046990871429443) (1267,4.889015197753906) (889,4.635305881500244) (106,4.450800895690918) (1278,4.4255452156066895) (2066,4.415405750274658) (512,4.3271565437316895) (81,4.262153148651123) (419,4.2614922523498535) (130,4.246294975280762) (15,4.126030445098877) (915,4.098721504211426) (136,4.089203834533691) (185,4.063385009765625) (493,3.9722256660461426) (153,3.9342849254608154) (85,3.853337287902832) (94,3.7842113971710205) (1061,3.674856662750244)
2228: (147,7.0795698165893555)* (2137,6.657500267028809) (4,6.550173759460449) (136,6.286252975463867) (345,6.210809707641602) (625,6.1860504150390625) (1279,6.113973617553711) (941,6.041873931884766) (2114,5.954511642456055) (1144,5.950981140136719) (3266,5.92498779296875)* (1180,5.916970729827881) (342,5.9058427810668945) (15,5.83038330078125)* (1790,5.782135009765625) (628,5.724585056304932) (2779,5.624267578125) (561,5.617280006408691) (312,5.610616207122803) (2120,5.466485977172852)
2230: (434,10.890292167663574) (4,10.681733131408691)* (298,7.973050594329834)* (2328,7.6590070724487305) (313,7.571719169616699)* (159,7.4724884033203125) (1196,7.456392765045166) (373,7.4494757652282715) (218,7.304954528808594)* (1357,7.108893394470215) (215,7.001938819885254) (18,6.999910831451416) (11,6.993234634399414) (2997,6.728272438049316) (674,6.7188334465026855) (129,6.701803207397461)* (50,6.6946797370910645)* (679,6.6941399574279785) (360,6.610098838806152) (716,6.6067023277282715)
2231: (15,10.291975975036621)* (48,8.696229934692383)* (215,7.612272262573242) (11,7.540955066680908) (185,7.259624481201172)* (493,7.169051170349121) (707,7.158541679382324)* (324,6.926670074462891) (419,6.83059024810791) (298,6.800751209259033) (18,6.709359645843506) (142,6.692155361175537) (130,6.331842422485352) (670,6.279557228088379) (367,6.272819995880127)* (1336,6.25871467590332) (674,6.1932477951049805)* (9,6.153458595275879) (764,6.122678756713867) (95,6.096622467041016)
2233: (15,7.108544826507568) (168,6.888914108276367) (48,6.594120979309082) (167,6.458137512207031) (159,6.457630157470703) (215,6.219451904296875) (135,5.950732231140137) (174,5.80488395690918) (276,5.777953147888184) (131,5.582243919372559) (366,5.526087284088135) (142,5.524370193481445) (300,5.498200416564941) (670,5.495021820068359) (1192,5.478938102722168) (54,5.4679388999938965) (115,5.461478233337402) (371,5.461139678955078) (262,5.441193580627441) (67,5.429526329040527)
2234: (6688,9.819782257080078)* (3548,9.506234169006348) (1820,9.491009712219238)* (4168,9.17956256866455) (12263,8.901844024658203) (668,8.881277084350586)* (1894,8.777067184448242) (382,8.742822647094727) (2660,8.721939086914062)* (12299,8.64809799194336)* (12101,8.641927719116211) (142,8.51908016204834)* (17,8.470230102539062) (5704,8.37498950958252) (5319,8.272188186645508)* (2932,8.263976097106934) (1992,8.215411186218262) (237,8.164203643798828) (5486,8.137069702148438)* (8373,8.086454391479492)
2235: (592,3.9393773078918457) (512,3.8223443031311035) (560,3.6021511554718018) (1273,3.315600633621216) (2069,3.2102606296539307) (952,3.1986334323883057) (153,3.195401906967163) (147,3.066915988922119) (136,3.0560460090637207) (904,3.0215368270874023) (15,2.966938018798828) (3346,2.961334228515625) (2082,2.926130533218384) (2026,2.865966320037842) (269,2.8572793006896973) (131,2.8490891456604004) (519,2.837904691696167) (72,2.793104648590088) (707,2.785881996154785) (1790,2.7693331241607666)
2236: (15,13.610300064086914)* (159,11.316654205322266)* (13,10.269997596740723)* (113,10.237546920776367) (101,10.07553768157959)* (167,9.988275527954102)* (172,9.351766586303711)* (63,9.273965835571289)* (519,9.040740966796875)* (1144,8.961038589477539) (115,8.864924430847168) (681,8.682001113891602) (185,8.59259033203125) (1134,8.386516571044922)* (136,8.33668041229248)* (300,8.212299346923828) (169,8.178178787231445) (274,8.131340026855469) (434,8.002023696899414) (862,7.878393173217773)*
2237: (592,1.5458400249481201)* (560,1.4858522415161133)* (1790,1.3303859233856201) (167,1.3230944871902466) (15,1.307401180267334) (185,1.304743766784668) (147,1.2746353149414062) (1063,1.2463845014572144) (2120,1.221286654472351) (721,1.197705626487732) (215,1.1656811237335205) (153,1.1633964776992798) (707,1.1467992067337036) (3655,1.135687232017517) (570,1.1324975490570068) (166,1.1172840595245361) (2066,1.0837507247924805) (364,1.0649745464324951) (11,1.0619148015975952) (1144,1.060599684715271)
2238: (0,9.542940139770508) (1281,9.538057327270508)* (215,9.390878677368164)* (364,9.38068962097168)* (421,9.33390998840332) (324,9.155420303344727) (668,8.89175796508789) (2119,8.853667259216309) (986,8.644935607910156) (1336,8.630918502807617)* (15,8.605112075805664)* (199,8.374676704406738) (207,8.36168098449707)* (222,8.322480201721191)* (1243,8.075080871582031)* (35,8.040246963500977) (685,8.033129692077637) (139,8.0012788772583) (8,7.947014808654785) (2148,7.73207950592041)
2239: (345,7.773053169250488) (8829,7.686574935913086) (794,7.253342628479004) (4603,7.177633285522461)* (777,7.125161170959473)* (786,6.99200439453125) (3543,6.948125839233398) (2328,6.836569786071777)* (4131,6.820534706115723) (2627,6.74830436706543)* (561,6.72956657409668) (773,6.654299736022949) (313,6.620007514953613)* (4292,6.553338527679443)* (14660,6.535460948944092) (47,6.520984172821045) (3580,6.468794822692871) (329,6.467212677001953) (6425,6.432995796203613) (1744,6.206056118011475)
2240: (2220,8.960691452026367) (269,8.831939697265625)* (802,8.748126029968262)* (20688,8.623621940612793) (302,8.40664005279541) (274,8.06210708618164) (189,8.010499954223633)* (3808,7.957492828369141) (2199,7.808249473571777)* (3346,7.705965042114258)* (592,7.637150764465332) (1813,7.629726886749268)* (190,7.611019134521484) (2244,7.575778961181641) (2864,7.3937273025512695) (13,7.333620071411133) (1294,7.307826042175293)* (15,7.210237503051758)* (922,7.185932159423828)* (242,7.166586399078369)*
2241: (575,5.727856636047363) (560,5.593375205993652) (1144,5.582284927368164) (932,5.45196008682251) (941,5.044624328613281) (147,4.898043632507324) (906,4.85364294052124) (512,4.80076789855957) (1116,4.789527416229248) (1062,4.678963661193848) (519,4.573039531707764) (806,4.524524688720703) (493,4.293816089630127) (2779,4.2750067710876465) (153,4.232697010040283) (178,4.223576545715332) (625,4.208077430725098) (1553,4.17542028427124) (802,4.166543006896973) (3344,4.127687454223633)
2242: (512,5.740610599517822) (592,5.646866798400879) (185,5.595493316650391) (147,5.454870223999023) (136,5.450351238250732) (15,5.306659698486328) (560,5.173276901245117) (941,4.976879119873047) (1273,4.919769287109375) (519,4.863768577575684) (2779,4.751308441162109) (166,4.745063304901123) (2137,4.737471580505371) (2997,4.68840217590332) (2069,4.613696098327637) (707,4.605599403381348) (3346,4.603939056396484) (575,4.482052803039551) (48,4.480106353759766) (806,4.450639247894287)
