userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,0.9052807092666626) (1,0.9031793475151062)* (2081,0.6883383989334106) (34,0.6869486570358276) (318,0.6586472392082214) (2687,0.6478927135467529) (2096,0.6328665018081665) (1028,0.624160647392273)* (2761,0.5929548740386963) (1097,0.5847176313400269)* (3751,0.5744806528091431) (2087,0.5720150470733643) (2085,0.559831440448761) (1198,0.5575133562088013) (480,0.5541533827781677) (593,0.551691472530365) (1704,0.5502195954322815) (2018,0.538943886756897)* (2394,0.5385363101959229) (1029,0.531145453453064)*
5819: (457,0.7190627455711365)* (2916,0.6748590469360352) (2571,0.6688632369041443) (780,0.5784717202186584) (1036,0.5640926361083984) (1210,0.5621665716171265) (3256,0.5373859405517578) (1240,0.5343822240829468) (733,0.5261285901069641) (380,0.5157580971717834) (1573,0.5091526508331299) (1370,0.5065940022468567) (2000,0.504227876663208) (1291,0.4974381625652313) (349,0.4904783368110657) (474,0.4900782108306885) (1356,0.4891468584537506)* (1214,0.48845532536506653) (648,0.48014897108078003) (260,0.47950783371925354)
5820: (2858,0.855077862739563) (318,0.837368369102478)* (527,0.8030605912208557) (1193,0.7475359439849854) (858,0.6923915147781372) (260,0.6579893827438354) (912,0.6040934324264526) (3114,0.5831599831581116) (1221,0.5778291821479797)* (1198,0.5690545439720154) (1247,0.565299391746521) (1196,0.565026581287384)* (50,0.5591861009597778) (110,0.5540515184402466) (1225,0.5457351803779602) (2716,0.5416293144226074) (908,0.5404771566390991) (1210,0.5277798771858215) (1704,0.5262628793716431) (1136,0.5226688385009766)
5821: (2858,0.8614004850387573) (2762,0.7822728157043457) (2571,0.7797946929931641) (2997,0.7728714942932129) (1196,0.7728464603424072)* (1617,0.7530279755592346)* (527,0.749872088432312) (50,0.7482831478118896) (1,0.7063409686088562) (1240,0.6898130178451538) (2599,0.6680826544761658) (34,0.6392419338226318) (2028,0.6366159915924072) (1210,0.6278191804885864) (745,0.6234441995620728)* (912,0.5662016868591309) (457,0.565283477306366) (1200,0.5627657175064087) (3175,0.5402805805206299)* (919,0.5398706197738647)
5822: (1982,0.8218582272529602) (1345,0.816148042678833) (2160,0.7604637742042542) (1347,0.7307469844818115) (2644,0.7046171426773071) (2664,0.6707313656806946) (1350,0.6603950262069702) (2648,0.6547236442565918) (1333,0.6443214416503906)* (1994,0.6274780035018921) (3499,0.613865077495575)* (2654,0.5821214318275452) (2288,0.569227397441864) (2459,0.5690256953239441) (1321,0.5646119117736816) (1340,0.5324922800064087) (3018,0.5098966360092163) (3016,0.5085252523422241) (2553,0.5050076842308044) (1339,0.492252379655838)
5823: (1374,0.9733237624168396) (1240,0.9521702527999878)* (480,0.8673617839813232) (1200,0.8123603463172913) (1376,0.7951581478118896) (2916,0.7560389041900635) (3114,0.744548499584198) (1214,0.744344174861908) (1372,0.7188073396682739) (1097,0.7102769017219543) (1136,0.709410548210144) (3793,0.6957647800445557) (919,0.6954952478408813) (2716,0.6947424411773682) (2968,0.6709837913513184) (2987,0.6707677841186523) (2355,0.6655172109603882) (32,0.6613212823867798) (110,0.6587268114089966) (1223,0.647853434085846)*
5824: (1210,0.9750104546546936)* (480,0.9615403413772583) (2628,0.9112578630447388) (1374,0.9072341918945312)* (589,0.8964074850082397)* (1127,0.8764041662216187)* (2916,0.8627678751945496) (1240,0.8610378503799438)* (1200,0.8520572185516357)* (780,0.8121333718299866)* (3793,0.7846646308898926) (733,0.7814730405807495)* (1909,0.7591017484664917) (316,0.7512598037719727) (1036,0.7497454881668091)* (3114,0.7343696355819702) (1396,0.7321726083755493)* (1573,0.7120702862739563)* (329,0.7086586952209473) (1748,0.6980140209197998)
5825: (3897,1.3088828325271606)* (3578,1.2501280307769775)* (2599,1.2500025033950806) (3751,1.1001222133636475)* (593,1.0331156253814697)* (2706,0.9326245188713074)* (2395,0.9115996360778809) (3952,0.8689690232276917) (3893,0.8595192432403564) (3317,0.8287103176116943) (3753,0.8286046981811523) (2336,0.815377950668335)* (2700,0.8109485507011414) (2580,0.790499210357666) (3006,0.7867100238800049) (3624,0.7746407389640808) (3298,0.7633416652679443) (2324,0.7575717568397522) (3174,0.7549822330474854) (3916,0.7470327019691467)
5826: (223,1.2158513069152832) (608,1.0846316814422607)* (2599,0.9964712262153625) (1089,0.9654937982559204)* (2700,0.9172671437263489)* (2692,0.9056465029716492) (32,0.8979945182800293)* (1213,0.8910090923309326) (527,0.852489709854126) (2396,0.8509459495544434) (3174,0.8193073272705078) (2502,0.7707354426383972) (3052,0.7679869532585144) (1358,0.7639912366867065) (3578,0.755713701248169) (3897,0.7540860772132874) (1206,0.733970046043396) (1641,0.7313501238822937) (2336,0.7309454083442688) (3006,0.7269588708877563)*
5827: (480,0.8880054950714111) (589,0.783962607383728) (2571,0.7466368675231934) (1527,0.7418100833892822) (780,0.7022202610969543) (2006,0.6793240904808044) (110,0.6412495374679565) (10,0.6264615058898926) (2393,0.6163544654846191) (1917,0.6038163304328918) (457,0.5833092927932739)* (349,0.5798785090446472)* (1265,0.5772063732147217) (1544,0.5736287832260132) (377,0.5687354803085327)* (1573,0.5675255656242371) (3175,0.5633423328399658) (2355,0.5495520234107971) (1370,0.5442072153091431) (1552,0.5413112640380859)
5828: (2858,0.6538883447647095) (2762,0.5436951518058777) (1196,0.5267754197120667) (318,0.5049572587013245) (2706,0.49666768312454224) (593,0.49094444513320923) (527,0.4887021481990814) (2571,0.48801055550575256) (2997,0.48176634311676025) (2683,0.47824642062187195) (3578,0.45594385266304016) (1210,0.45005127787590027) (858,0.4344850182533264) (110,0.4308214783668518) (589,0.4291377663612366) (1214,0.4156404733657837) (1193,0.41238662600517273) (296,0.412304162979126) (223,0.4109843373298645) (1270,0.4050915539264679)
5829: (1304,0.6666703820228577) (1270,0.662060022354126) (1307,0.6460654735565186) (2918,0.6142392754554749)* (2804,0.6032160520553589) (2791,0.5892341136932373) (1265,0.5653069615364075) (2716,0.5601961612701416) (1079,0.5567062497138977) (1234,0.549987256526947) (3361,0.5395471453666687) (1210,0.5375438928604126) (1196,0.5367776155471802) (1278,0.5312027931213379) (1198,0.523971438407898) (1028,0.510413408279419) (1294,0.5076016187667847) (3671,0.5058008432388306) (1276,0.5006898641586304) (919,0.4994847774505615)
5830: (3408,0.8480731844902039) (3510,0.7188577651977539) (3512,0.6975128650665283) (3753,0.6658787727355957) (3481,0.6145342588424683) (3916,0.6105631589889526) (3578,0.6067789196968079) (3897,0.5768976807594299) (3624,0.5513668060302734) (3751,0.5502772331237793) (3513,0.5372982025146484) (3623,0.536431074142456) (3484,0.5087650418281555) (3755,0.48935258388519287) (2804,0.47523605823516846) (3948,0.45946890115737915) (3317,0.4528944194316864) (3861,0.45101064443588257) (3409,0.4435358941555023) (1307,0.4371350407600403)
5831: (539,0.5285093188285828)* (3471,0.5158634185791016)* (594,0.5067249536514282) (1962,0.5003980398178101)* (2245,0.49343588948249817)* (3039,0.4839457869529724)* (1958,0.47911423444747925)* (2096,0.4757317900657654)* (2085,0.4739336669445038) (3098,0.46323394775390625)* (1293,0.4597950577735901)* (1081,0.45262372493743896)* (3952,0.45130422711372375) (2949,0.4488856792449951)* (1124,0.44138842821121216)* (2779,0.4399564564228058)* (1225,0.4396422505378723)* (3361,0.4389798939228058)* (150,0.43703150749206543)* (1286,0.4366638660430908)*
5832: (2997,0.7280285358428955) (527,0.6514449119567871)* (1704,0.6441860198974609) (2336,0.626969575881958) (2324,0.6258514523506165) (593,0.6242848038673401)* (2028,0.5752869844436646)* (2599,0.56468665599823) (1307,0.5534429550170898) (3160,0.5251585245132446) (1041,0.5182884931564331) (1225,0.5159714818000793) (260,0.5094252824783325) (2762,0.503806471824646) (3897,0.5009993314743042) (1197,0.49830248951911926) (1198,0.49455681443214417) (1213,0.4942103326320648) (1265,0.49240705370903015) (50,0.4895050525665283)
5833: (2762,1.1993956565856934) (2336,1.1982004642486572)* (2433,1.0021470785140991) (2997,0.922508955001831) (2599,0.8875782489776611) (2706,0.8395594358444214) (593,0.8271754384040833) (2683,0.8052152395248413) (3005,0.7938934564590454) (2881,0.7925523519515991) (2333,0.7708732485771179) (2763,0.7698410153388977) (2686,0.7492123246192932) (2770,0.7273072600364685) (2694,0.696678102016449) (2605,0.6937466263771057) (2959,0.6745601892471313) (3578,0.6376638412475586) (17,0.6375530958175659) (3006,0.6337534189224243)
5834: (2858,0.6329547762870789)* (2997,0.5720900893211365) (908,0.5211037397384644) (3435,0.5075136423110962) (1252,0.5072001218795776) (923,0.48550891876220703) (904,0.4850136637687683) (2599,0.48451024293899536) (898,0.4725630283355713) (930,0.470399409532547) (910,0.46276143193244934) (1284,0.45954829454421997) (903,0.45834454894065857) (608,0.4417506456375122) (899,0.4357924461364746) (916,0.42653387784957886) (2987,0.42446690797805786) (1193,0.42295312881469727) (1212,0.4198005795478821) (919,0.4160894751548767)
5835: (318,0.7716624736785889) (527,0.6490357518196106) (1225,0.5871909856796265) (593,0.5662935376167297) (2028,0.5610312819480896) (858,0.5137532949447632) (919,0.5039325952529907) (1704,0.5006484985351562) (1213,0.5001024603843689) (923,0.49642133712768555) (3006,0.48882290720939636)* (1193,0.48242321610450745) (246,0.4775855541229248) (908,0.47317367792129517) (296,0.4722576439380646) (1198,0.46850860118865967) (750,0.446310430765152) (3114,0.44573938846588135) (1247,0.4410979151725769) (1148,0.4392978549003601)
5836: (1198,0.8324113488197327)* (2571,0.8051735758781433) (608,0.7089760899543762) (50,0.706832230091095) (589,0.6875039339065552) (1617,0.6742299199104309) (2858,0.6678076386451721)* (858,0.6623486280441284) (296,0.656552791595459) (3114,0.6313730478286743) (1210,0.6266955137252808) (457,0.6220004558563232)* (1,0.6118196249008179) (110,0.6063339710235596) (1200,0.5901303291320801) (541,0.5730288028717041) (1387,0.5721439123153687) (1213,0.5584331154823303) (1221,0.5582658052444458) (480,0.5564315319061279)
5837: (3256,1.2237915992736816)* (2002,1.117477536201477)* (2605,1.0401731729507446)* (6,1.0145000219345093)* (474,0.9813946485519409)* (1101,0.9777517914772034)* (434,0.9387229681015015) (2194,0.9334537386894226)* (2688,0.9116796255111694)* (3527,0.9088614583015442)* (736,0.8734192848205566) (3623,0.8581579923629761) (2947,0.8531837463378906) (1049,0.849559485912323) (368,0.8462978005409241)* (2334,0.8269580602645874)* (517,0.8080081939697266) (2273,0.8071467876434326) (1544,0.8069657683372498) (161,0.8056896924972534)
5838: (2396,1.1665029525756836)* (265,0.8424835205078125)* (916,0.8026946187019348) (1188,0.7973345518112183) (899,0.7650315761566162) (914,0.7506827116012573) (838,0.7458078861236572) (1230,0.7336065173149109)* (919,0.7306822538375854)* (357,0.7245997786521912)* (1265,0.6994302272796631) (1674,0.6894757747650146)* (1094,0.6562318205833435) (913,0.625771701335907) (908,0.6251039505004883) (2336,0.6226730346679688) (933,0.614678144454956) (58,0.6135441064834595)* (951,0.5931317210197449)* (928,0.5918431282043457)*
5839: (593,0.7423561811447144) (858,0.6385506391525269) (260,0.6355643272399902) (919,0.5897318720817566) (110,0.5862343907356262)* (50,0.569998025894165) (1196,0.5656139254570007) (908,0.5628906488418579) (2762,0.5550987720489502) (912,0.552391529083252) (1193,0.5400614738464355) (1213,0.5290905237197876) (1617,0.527305543422699) (2858,0.5271004438400269) (296,0.5184561014175415) (1704,0.5065066814422607) (1207,0.498045414686203)* (904,0.4953427314758301) (150,0.4764363765716553) (1225,0.4638395309448242)
5840: (597,0.7478979825973511) (1035,0.7367441654205322) (914,0.704857587814331) (11,0.673199474811554)* (1028,0.6626503467559814) (2396,0.6593579053878784)* (1784,0.6388093829154968) (1569,0.6265323162078857) (2671,0.6253153085708618) (440,0.6129260063171387)* (1393,0.5972200632095337) (62,0.5933132171630859) (150,0.5873048901557922) (920,0.5851100087165833) (590,0.5798481106758118) (339,0.5671753883361816)* (2565,0.5658506751060486)* (1088,0.5656383633613586)* (2081,0.5614348649978638) (2352,0.557184636592865)
5841: (1307,0.8888524174690247)* (2355,0.808072566986084) (3114,0.8056095242500305) (34,0.7265565395355225) (3751,0.7231901288032532)* (2797,0.6901657581329346)* (930,0.6655504703521729)* (916,0.6511273384094238) (1269,0.6493088006973267)* (1265,0.6459997892379761) (2599,0.6416418552398682) (914,0.6369311213493347) (1282,0.6199315190315247)* (2997,0.6110432744026184)* (1022,0.6106432676315308)* (3176,0.5988277196884155) (955,0.5962445735931396) (39,0.59611976146698) (1097,0.584060549736023)* (1225,0.5724053382873535)
5842: (2028,1.1541146039962769) (1214,1.0931651592254639)* (1200,1.0774205923080444)* (480,1.0671613216400146)* (2916,1.0043232440948486) (2947,1.0031757354736328)* (1221,0.9826093912124634) (2000,0.9489201307296753) (1374,0.9184082746505737) (3527,0.8439134359359741) (1580,0.8414170145988464) (1197,0.836676836013794) (1242,0.8088191747665405) (2948,0.7830086946487427) (1270,0.7611370086669922) (3702,0.7393050193786621) (3256,0.7285709381103516) (377,0.7278836965560913)* (3578,0.720772385597229) (733,0.7132731676101685)
5843: (3751,0.8108637928962708) (3114,0.6123417615890503) (899,0.5635823607444763)* (34,0.5578734874725342) (1282,0.5574188232421875)* (2355,0.5304965972900391)* (3429,0.5227108597755432) (1,0.5157942175865173) (3175,0.5114369988441467) (914,0.500441312789917) (919,0.49862584471702576)* (1225,0.49156802892684937) (595,0.4779205322265625) (2336,0.46727949380874634) (588,0.4593370258808136) (1188,0.45833873748779297) (2761,0.4253136217594147) (1947,0.42102372646331787) (594,0.4200167655944824) (2300,0.4194532036781311)
5844: (3793,1.1252965927124023) (2858,0.9714952707290649)* (541,0.9572087526321411) (589,0.9540590047836304) (1580,0.8878451585769653) (3751,0.8868893384933472)* (2396,0.8347030878067017) (1240,0.8285626173019409) (1356,0.8163906335830688) (1374,0.8135724663734436)* (1127,0.8023995757102966) (2628,0.7898913025856018) (1200,0.7842429876327515) (1197,0.7661663889884949) (1214,0.7656207084655762) (1653,0.760546863079071) (3481,0.758380651473999) (2599,0.7540557384490967) (2716,0.7312284111976624) (924,0.7242529988288879)*
5845: (2997,1.2277467250823975)* (3114,0.9279539585113525) (3435,0.8410905599594116) (3307,0.8388563394546509) (2761,0.772662878036499) (951,0.758040189743042)* (2694,0.7363482713699341) (3543,0.7038788795471191) (3134,0.7019540071487427) (745,0.6983920335769653)* (2333,0.6893069744110107)* (899,0.6831139922142029)* (1260,0.6741533875465393) (2959,0.6721092462539673) (908,0.6705991625785828)* (905,0.6642414331436157) (2186,0.6611031293869019) (3629,0.6599712371826172) (3089,0.6525431871414185) (2712,0.6501272916793823)
5846: (608,0.9471968412399292)* (858,0.8850202560424805) (527,0.8709224462509155) (908,0.8065235614776611) (1221,0.8027154803276062) (1252,0.7806099653244019)* (750,0.772575318813324) (1213,0.7712985873222351) (2028,0.7568758726119995) (1207,0.7506917119026184)* (2396,0.7328733205795288) (2762,0.7322686910629272) (924,0.7250466346740723) (923,0.7174783945083618)* (904,0.7122107148170471) (260,0.7100909948348999)* (111,0.6925356388092041)* (1225,0.6906441450119019) (919,0.6785011887550354)* (903,0.6479742527008057)
5847: (1374,0.709599494934082)* (2140,0.7022544145584106) (1967,0.6764271855354309) (2174,0.6630476713180542)* (1073,0.6366062760353088) (2080,0.6339803338050842)* (592,0.6205481290817261)* (1136,0.6182520985603333) (2115,0.6005858182907104)* (1200,0.599714994430542) (1376,0.596322774887085) (588,0.5932601690292358)* (3479,0.5910451412200928) (364,0.5808709859848022) (3033,0.5776288509368896)* (1220,0.5773277282714844) (2078,0.5749135613441467) (1372,0.5746728777885437)* (1307,0.5717558860778809) (3175,0.570576548576355)
5848: (969,1.2047548294067383)* (3334,0.8238750696182251)* (1267,0.8209334015846252)* (1269,0.778305172920227) (919,0.7738988399505615) (1945,0.7642257213592529) (899,0.7609153985977173)* (942,0.7590671181678772) (923,0.7551512122154236) (3363,0.7370463609695435)* (1221,0.7271732091903687)* (1944,0.7151679992675781) (3196,0.7011532187461853)* (3654,0.6947736740112305) (800,0.6869136095046997) (1299,0.686753511428833)* (916,0.6851511001586914)* (608,0.6766465306282043)* (1272,0.6761860847473145)* (1287,0.674258828163147)
5849: (1210,0.7050479650497437)* (1148,0.6981426477432251)* (527,0.6278502941131592)* (3114,0.6263949275016785) (1197,0.6187363862991333) (2028,0.6116690635681152)* (2571,0.6017284393310547) (2396,0.5817053318023682) (2355,0.5755322575569153) (3751,0.5661910772323608) (1,0.5608783960342407) (1240,0.5497742891311646) (2858,0.5359195470809937) (3578,0.5332454442977905) (318,0.5284408926963806) (1200,0.5275518894195557) (1374,0.5193219184875488) (3175,0.5143001079559326) (858,0.502278745174408) (110,0.4987330436706543)
5851: (480,0.9924343824386597) (1198,0.9025446176528931)* (2087,0.9010903835296631)* (594,0.8950080871582031) (919,0.8785803318023682) (596,0.8289812803268433) (1282,0.8279383182525635)* (1032,0.8107321262359619) (1372,0.7969305515289307) (1028,0.7860175371170044) (1029,0.7696569561958313) (2571,0.7505835294723511) (2081,0.7412097454071045)* (2018,0.7250624895095825) (2355,0.7222310304641724) (2394,0.717402458190918) (1200,0.7157018184661865) (2080,0.7102200388908386)* (1240,0.6996628046035767)* (3114,0.6983615756034851)
5852: (1247,0.9631317257881165)* (593,0.9059678316116333) (908,0.8415051698684692) (608,0.8414640426635742)* (912,0.8121739625930786)* (2858,0.7760962247848511)* (1213,0.7670179605484009) (898,0.751882791519165)* (1221,0.7196051478385925)* (527,0.7167925834655762)* (903,0.7093814015388489) (920,0.6988393068313599) (3095,0.694986879825592) (1104,0.6910830736160278) (1952,0.6904235482215881) (1230,0.6682754755020142) (899,0.6656002998352051) (1267,0.6635212898254395) (1617,0.6588895916938782) (2186,0.6511530876159668)
5853: (750,0.7776229381561279)* (924,0.7180229425430298)* (589,0.7024765610694885) (3435,0.6728742122650146)* (1374,0.6456910967826843) (32,0.6407802700996399)* (2968,0.6205528378486633) (1210,0.6187770366668701) (2529,0.6149816513061523) (930,0.5982687473297119) (1077,0.5849366188049316) (1284,0.5782136917114258) (922,0.5703477263450623) (1253,0.5645502209663391) (3702,0.562224268913269) (1653,0.5516180992126465) (3703,0.5362494587898254) (2997,0.5276103615760803) (1965,0.516068160533905) (1301,0.5055893063545227)
